,Due,Future,Month,Pair
0,2000-01-04,PLF00,F,PLV00
1,2000-04-03,PLJ00,J,PLF01
2,2000-06-30,PLN00,N,PLJ01
3,2000-10-02,PLV00,V,PLN01
4,2001-01-02,PLF01,F,PLV01
5,2001-04-02,PLJ01,J,PLF02
6,2001-07-02,PLN01,N,PLJ02
7,2001-10-01,PLV01,V,PLN02
8,2002-01-02,PLF02,F,PLV02
9,2002-04-01,PLJ02,J,PLF03
10,2002-07-01,PLN02,N,PLJ03
11,2002-10-01,PLV02,V,PLN03
12,2003-01-02,PLF03,F,PLV03
13,2003-04-01,PLJ03,J,PLF04
14,2003-07-01,PLN03,N,PLJ04
15,2003-10-01,PLV03,V,PLN04
16,2003-12-31,PLF04,F,PLV04
17,2004-04-01,PLJ04,J,PLF05
18,2004-07-01,PLN04,N,PLJ05
19,2004-10-01,PLV04,V,PLN05
20,2004-12-30,PLF05,F,PLV05
21,2005-04-01,PLJ05,J,PLF06
22,2005-07-01,PLN05,N,PLJ06
23,2005-09-30,PLV05,V,PLN06
24,2005-12-30,PLF06,F,PLV06
25,2006-03-31,PLJ06,J,PLF07
26,2006-07-03,PLN06,N,PLJ07
27,2006-09-29,PLV06,V,PLN07
28,2006-12-29,PLF07,F,PLV07
29,2007-03-30,PLJ07,J,PLF08
30,2007-06-29,PLN07,N,PLJ08
31,2007-09-28,PLV07,V,PLN08
32,2007-12-31,PLF08,F,PLV08
33,2008-03-31,PLJ08,J,PLF09
34,2008-06-30,PLN08,N,PLJ09
35,2008-09-30,PLV08,V,PLN09
36,2008-12-31,PLF09,F,PLV09
37,2009-03-31,PLJ09,J,PLF10
38,2009-06-30,PLN09,N,PLJ10
39,2009-09-30,PLV09,V,PLN10
40,2009-12-31,PLF10,F,PLV10
41,2010-03-31,PLJ10,J,PLF11
42,2010-06-30,PLN10,N,PLJ11
43,2010-09-30,PLV10,V,PLN11
44,2010-12-31,PLF11,F,PLV11
45,2011-03-31,PLJ11,J,PLF12
46,2011-06-30,PLN11,N,PLJ12
47,2011-09-30,PLV11,V,PLN12
48,2011-12-30,PLF12,F,PLV12
49,2012-03-30,PLJ12,J,PLF13
50,2012-06-29,PLN12,N,PLJ13
51,2012-09-28,PLV12,V,PLN13
52,2012-12-31,PLF13,F,PLV13
53,2013-03-28,PLJ13,J,PLF14
54,2013-06-28,PLN13,N,PLJ14
55,2013-09-30,PLV13,V,PLN14
56,2013-12-31,PLF14,F,PLV14
57,2014-03-31,PLJ14,J,PLF15
58,2014-06-30,PLN14,N,PLJ15
59,2014-09-30,PLV14,V,PLN15
60,2014-12-31,PLF15,F,PLV15
61,2015-03-31,PLJ15,J,PLF16
62,2015-06-30,PLN15,N,PLJ16
63,2015-09-30,PLV15,V,PLN16
64,2015-12-31,PLF16,F,PLV16
65,2016-03-31,PLJ16,J,PLF17
66,2016-06-30,PLN16,N,PLJ17
67,2016-09-30,PLV16,V,PLN17
68,2016-12-30,PLF17,F,PLV17
69,2017-03-31,PLJ17,J,PLF18
70,2017-06-30,PLN17,N,PLJ18
71,2017-09-29,PLV17,V,PLN18
72,2017-12-29,PLF18,F,PLV18
73,2018-03-29,PLJ18,J,PLF19
74,2018-06-29,PLN18,N,PLJ19
75,2018-09-28,PLV18,V,PLN19
76,2018-12-31,PLF19,F,PLV19
77,2019-03-29,PLJ19,J,PLF20
78,2019-06-28,PLN19,N,PLJ20
79,2019-09-30,PLV19,V,PLN20
80,2019-12-31,PLF20,F,PLV20
81,2020-03-31,PLJ20,J,PLF21
82,2020-06-30,PLN20,N,PLJ21
83,2020-09-30,PLV20,V,PLN21
84,2020-12-31,PLF21,F,PLV21
85,2021-03-31,PLJ21,J,PLF22
86,2021-06-30,PLN21,N,PLJ22
87,2021-09-30,PLV21,V,PLN22
88,2021-12-31,PLF22,F,PLV22
89,2022-03-31,PLJ22,J,PLF23
90,2022-06-30,PLN22,N,PLJ23
91,2022-09-30,PLV22,V,PLN23
92,2022-12-30,PLF23,F,PLV23
93,2023-03-31,PLJ23,J,PLV23
94,2023-06-30,PLN23,N,PLV23
