,Due,Future,Month,Pair
0,1999-12-30,SMF00,F,SMZ00
1,2000-02-29,SMH00,H,SMF01
2,2000-04-28,SMK00,K,SMH01
3,2000-06-30,SMN00,N,SMK01
4,2000-11-30,SMZ00,Z,SMN01
5,2000-12-29,SMF01,F,SMZ01
6,2001-02-28,SMH01,H,SMF02
7,2001-04-30,SMK01,K,SMH02
8,2001-06-29,SMN01,N,SMK02
9,2001-11-30,SMZ01,Z,SMN02
10,2001-12-31,SMF02,F,SMZ02
11,2002-02-28,SMH02,H,SMF03
12,2002-04-30,SMK02,K,SMH03
13,2002-06-28,SMN02,N,SMK03
14,2002-11-29,SMZ02,Z,SMN03
15,2002-12-31,SMF03,F,SMZ03
16,2003-02-28,SMH03,H,SMF04
17,2003-04-30,SMK03,K,SMH04
18,2003-06-30,SMN03,N,SMK04
19,2003-11-28,SMZ03,Z,SMN04
20,2003-12-31,SMF04,F,SMZ04
21,2004-02-27,SMH04,H,SMF05
22,2004-04-30,SMK04,K,SMH05
23,2004-06-30,SMN04,N,SMK05
24,2004-11-30,SMZ04,Z,SMN05
25,2004-12-30,SMF05,F,SMZ05
26,2005-02-28,SMH05,H,SMF06
27,2005-04-29,SMK05,K,SMH06
28,2005-06-30,SMN05,N,SMK06
29,2005-11-30,SMZ05,Z,SMN06
30,2005-12-30,SMF06,F,SMZ06
31,2006-02-28,SMH06,H,SMF07
32,2006-04-28,SMK06,K,SMH07
33,2006-06-30,SMN06,N,SMK07
34,2006-11-30,SMZ06,Z,SMN07
35,2006-12-29,SMF07,F,SMZ07
36,2007-02-28,SMH07,H,SMF08
37,2007-04-30,SMK07,K,SMH08
38,2007-06-29,SMN07,N,SMK08
39,2007-11-30,SMZ07,Z,SMN08
40,2007-12-31,SMF08,F,SMZ08
41,2008-02-29,SMH08,H,SMF09
42,2008-04-30,SMK08,K,SMH09
43,2008-06-30,SMN08,N,SMK09
44,2008-11-28,SMZ08,Z,SMN09
45,2008-12-31,SMF09,F,SMZ09
46,2009-02-27,SMH09,H,SMF10
47,2009-04-30,SMK09,K,SMH10
48,2009-06-30,SMN09,N,SMK10
49,2009-11-30,SMZ09,Z,SMN10
50,2009-12-31,SMF10,F,SMZ10
51,2010-02-26,SMH10,H,SMF11
52,2010-04-30,SMK10,K,SMH11
53,2010-06-30,SMN10,N,SMK11
54,2010-11-30,SMZ10,Z,SMN11
55,2010-12-31,SMF11,F,SMZ11
56,2011-02-28,SMH11,H,SMF12
57,2011-04-29,SMK11,K,SMH12
58,2011-06-30,SMN11,N,SMK12
59,2011-11-30,SMZ11,Z,SMN12
60,2011-12-30,SMF12,F,SMZ12
61,2012-02-29,SMH12,H,SMF13
62,2012-04-30,SMK12,K,SMH13
63,2012-06-29,SMN12,N,SMK13
64,2012-11-30,SMZ12,Z,SMN13
65,2012-12-31,SMF13,F,SMZ13
66,2013-02-28,SMH13,H,SMF14
67,2013-04-30,SMK13,K,SMH14
68,2013-06-28,SMN13,N,SMK14
69,2013-11-29,SMZ13,Z,SMN14
70,2013-12-31,SMF14,F,SMZ14
71,2014-02-28,SMH14,H,SMF15
72,2014-04-30,SMK14,K,SMH15
73,2014-06-30,SMN14,N,SMK15
74,2014-11-28,SMZ14,Z,SMN15
75,2014-12-31,SMF15,F,SMZ15
76,2015-02-27,SMH15,H,SMF16
77,2015-04-30,SMK15,K,SMH16
78,2015-06-30,SMN15,N,SMK16
79,2015-11-30,SMZ15,Z,SMN16
80,2015-12-31,SMF16,F,SMZ16
81,2016-02-29,SMH16,H,SMF17
82,2016-04-29,SMK16,K,SMH17
83,2016-06-30,SMN16,N,SMK17
84,2016-11-30,SMZ16,Z,SMN17
85,2016-12-30,SMF17,F,SMZ17
86,2017-02-28,SMH17,H,SMF18
87,2017-04-28,SMK17,K,SMH18
88,2017-06-30,SMN17,N,SMK18
89,2017-11-30,SMZ17,Z,SMN18
90,2017-12-29,SMF18,F,SMZ18
91,2018-02-28,SMH18,H,SMF19
92,2018-04-30,SMK18,K,SMH19
93,2018-06-29,SMN18,N,SMK19
94,2018-11-30,SMZ18,Z,SMN19
95,2018-12-31,SMF19,F,SMZ19
96,2019-02-28,SMH19,H,SMF20
97,2019-04-30,SMK19,K,SMH20
98,2019-06-28,SMN19,N,SMK20
99,2019-11-29,SMZ19,Z,SMN20
100,2019-12-31,SMF20,F,SMZ20
101,2020-02-28,SMH20,H,SMF21
102,2020-04-30,SMK20,K,SMH21
103,2020-06-30,SMN20,N,SMK21
104,2020-11-30,SMZ20,Z,SMN21
105,2020-12-31,SMF21,F,SMZ21
106,2021-02-26,SMH21,H,SMF22
107,2021-04-30,SMK21,K,SMH22
108,2021-06-30,SMN21,N,SMK22
109,2021-11-30,SMZ21,Z,SMN22
110,2021-12-31,SMF22,F,SMZ22
111,2022-02-28,SMH22,H,SMF23
112,2022-04-29,SMK22,K,SMH23
113,2022-06-30,SMN22,N,SMK23
114,2022-11-30,SMZ22,Z,SMN23
115,2022-12-30,SMF23,F,SMZ23
116,2023-02-28,SMH23,H,SMZ23
117,2023-04-28,SMK23,K,SMZ23
118,2023-06-30,SMN23,N,SMZ23
