,Distance,std,cuml_pnl,sharp_ratio
0,1,1270.4646595752713,-6.82652300041442,-0.15435297512766558
1,2,1214.3264150071705,-9.949922958397535,-0.21102233866706002
2,3,1210.9820460995193,-15.538046511627908,-0.32841114472420246
3,4,1303.6352163911297,-17.25306313328138,-0.33690406217764146
4,6,1406.9071043973308,-22.369876160990724,-0.40759620745937303
5,5,1277.1288250697887,-20.954541176470602,-0.4150716745204095
