,Due,Future,Month
0,2000-01-03,JOF00,F
1,2000-03-01,JOH00,H
2,2000-05-01,JOK00,K
3,2000-07-03,JON00,N
4,2000-09-01,JOU00,U
5,2000-11-01,JOX00,X
6,2001-01-02,JOF01,F
7,2001-03-01,JOH01,H
8,2001-05-01,JOK01,K
9,2001-07-02,JON01,N
10,2001-09-04,JOU01,U
11,2001-11-01,JOX01,X
12,2002-01-02,JOF02,F
13,2002-03-01,JOH02,H
14,2002-05-01,JOK02,K
15,2002-07-01,JON02,N
16,2002-09-03,JOU02,U
17,2002-11-01,JOX02,X
18,2003-01-02,JOF03,F
19,2003-03-03,JOH03,H
20,2003-05-01,JOK03,K
21,2003-07-01,JON03,N
22,2003-09-02,JOU03,U
23,2003-11-03,JOX03,X
24,2004-01-02,JOF04,F
25,2004-03-01,JOH04,H
26,2004-05-03,JOK04,K
27,2004-07-01,JON04,N
28,2004-09-01,JOU04,U
29,2004-11-01,JOX04,X
30,2005-01-03,JOF05,F
31,2005-03-01,JOH05,H
32,2005-05-02,JOK05,K
33,2005-07-01,JON05,N
34,2005-09-01,JOU05,U
35,2005-11-01,JOX05,X
36,2006-01-03,JOF06,F
37,2006-03-01,JOH06,H
38,2006-05-01,JOK06,K
39,2006-07-03,JON06,N
40,2006-09-01,JOU06,U
41,2006-11-01,JOX06,X
42,2006-12-29,JOF07,F
43,2007-03-01,JOH07,H
44,2007-05-01,JOK07,K
45,2007-07-02,JON07,N
46,2007-09-04,JOU07,U
47,2007-11-01,JOX07,X
48,2008-01-02,JOF08,F
49,2008-03-03,JOH08,H
50,2008-05-01,JOK08,K
51,2008-07-01,JON08,N
52,2008-09-02,JOU08,U
53,2008-11-03,JOX08,X
54,2009-01-02,JOF09,F
55,2009-03-02,JOH09,H
56,2009-05-01,JOK09,K
57,2009-07-01,JON09,N
58,2009-09-01,JOU09,U
59,2009-11-02,JOX09,X
60,2010-01-04,JOF10,F
61,2010-03-01,JOH10,H
62,2010-05-03,JOK10,K
63,2010-07-01,JON10,N
64,2010-09-01,JOU10,U
65,2010-11-01,JOX10,X
66,2011-01-03,JOF11,F
67,2011-03-01,JOH11,H
68,2011-05-02,JOK11,K
69,2011-07-01,JON11,N
70,2011-09-01,JOU11,U
71,2011-11-01,JOX11,X
72,2012-01-03,JOF12,F
73,2012-03-01,JOH12,H
74,2012-05-01,JOK12,K
75,2012-07-02,JON12,N
76,2012-09-04,JOU12,U
77,2012-11-01,JOX12,X
78,2013-01-02,JOF13,F
79,2013-03-01,JOH13,H
80,2013-05-01,JOK13,K
81,2013-07-01,JON13,N
82,2013-09-03,JOU13,U
83,2013-11-01,JOX13,X
84,2014-01-02,JOF14,F
85,2014-03-03,JOH14,H
86,2014-05-01,JOK14,K
87,2014-07-01,JON14,N
88,2014-09-02,JOU14,U
89,2014-11-03,JOX14,X
90,2015-01-02,JOF15,F
91,2015-03-02,JOH15,H
92,2015-05-01,JOK15,K
93,2015-07-01,JON15,N
94,2015-09-01,JOU15,U
95,2015-11-02,JOX15,X
96,2016-01-04,JOF16,F
97,2016-03-01,JOH16,H
98,2016-05-02,JOK16,K
99,2016-07-01,JON16,N
100,2016-09-01,JOU16,U
101,2016-11-01,JOX16,X
102,2017-01-03,JOF17,F
103,2017-03-01,JOH17,H
104,2017-05-01,JOK17,K
105,2017-07-03,JON17,N
106,2017-09-01,JOU17,U
107,2017-11-01,JOX17,X
108,2018-01-02,JOF18,F
109,2018-03-01,JOH18,H
110,2018-05-01,JOK18,K
111,2018-07-02,JON18,N
112,2018-09-04,JOU18,U
113,2018-11-01,JOX18,X
114,2019-01-02,JOF19,F
115,2019-03-01,JOH19,H
116,2019-05-01,JOK19,K
117,2019-07-01,JON19,N
118,2019-09-03,JOU19,U
119,2019-11-01,JOX19,X
120,2020-01-02,JOF20,F
121,2020-03-02,JOH20,H
122,2020-05-01,JOK20,K
123,2020-07-01,JON20,N
124,2020-09-01,JOU20,U
125,2020-11-02,JOX20,X
126,2021-01-04,JOF21,F
127,2021-03-01,JOH21,H
128,2021-05-03,JOK21,K
129,2021-07-01,JON21,N
130,2021-09-01,JOU21,U
131,2021-11-01,JOX21,X
132,2022-01-03,JOF22,F
133,2022-03-01,JOH22,H
134,2022-05-02,JOK22,K
135,2022-07-01,JON22,N
136,2022-09-01,JOU22,U
137,2022-11-01,JOX22,X
138,2023-01-03,JOF23,F
139,2023-03-01,JOH23,H
140,2023-05-01,JOK23,K
141,2023-07-03,JON23,N
142,2023-09-01,JOU23,U
143,2023-10-30,JOX23,X
