,Due,Future,Month,Pair
0,2000-02-29,C H00,H,C K00
1,2000-04-28,C K00,K,C N00
2,2000-06-30,C N00,N,C U00
3,2000-08-31,C U00,U,C Z00
4,2000-11-30,C Z00,Z,C H01
5,2001-02-28,C H01,H,C K01
6,2001-04-30,C K01,K,C N01
7,2001-06-29,C N01,N,C U01
8,2001-08-31,C U01,U,C Z01
9,2001-11-30,C Z01,Z,C H02
10,2002-02-28,C H02,H,C K02
11,2002-04-30,C K02,K,C N02
12,2002-06-28,C N02,N,C U02
13,2002-08-30,C U02,U,C Z02
14,2002-11-29,C Z02,Z,C H03
15,2003-02-28,C H03,H,C K03
16,2003-04-30,C K03,K,C N03
17,2003-06-30,C N03,N,C U03
18,2003-08-29,C U03,U,C Z03
19,2003-11-28,C Z03,Z,C H04
20,2004-02-27,C H04,H,C K04
21,2004-04-30,C K04,K,C N04
22,2004-06-30,C N04,N,C U04
23,2004-08-31,C U04,U,C Z04
24,2004-11-30,C Z04,Z,C H05
25,2005-02-28,C H05,H,C K05
26,2005-04-29,C K05,K,C N05
27,2005-06-30,C N05,N,C U05
28,2005-08-31,C U05,U,C Z05
29,2005-11-30,C Z05,Z,C H06
30,2006-02-28,C H06,H,C K06
31,2006-04-28,C K06,K,C N06
32,2006-06-30,C N06,N,C U06
33,2006-08-31,C U06,U,C Z06
34,2006-11-30,C Z06,Z,C H07
35,2007-02-28,C H07,H,C K07
36,2007-04-30,C K07,K,C N07
37,2007-06-29,C N07,N,C U07
38,2007-08-31,C U07,U,C Z07
39,2007-11-30,C Z07,Z,C H08
40,2008-02-29,C H08,H,C K08
41,2008-04-30,C K08,K,C N08
42,2008-06-30,C N08,N,C U08
43,2008-08-29,C U08,U,C Z08
44,2008-11-28,C Z08,Z,C H09
45,2009-02-27,C H09,H,C K09
46,2009-04-30,C K09,K,C N09
47,2009-06-30,C N09,N,C U09
48,2009-08-31,C U09,U,C Z09
49,2009-11-30,C Z09,Z,C H10
50,2010-02-26,C H10,H,C K10
51,2010-04-30,C K10,K,C N10
52,2010-06-30,C N10,N,C U10
53,2010-08-31,C U10,U,C Z10
54,2010-11-30,C Z10,Z,C H11
55,2011-02-28,C H11,H,C K11
56,2011-04-29,C K11,K,C N11
57,2011-06-30,C N11,N,C U11
58,2011-08-31,C U11,U,C Z11
59,2011-11-30,C Z11,Z,C H12
60,2012-02-29,C H12,H,C K12
61,2012-04-30,C K12,K,C N12
62,2012-06-29,C N12,N,C U12
63,2012-08-31,C U12,U,C Z12
64,2012-11-30,C Z12,Z,C H13
65,2013-02-28,C H13,H,C K13
66,2013-04-30,C K13,K,C N13
67,2013-06-28,C N13,N,C U13
68,2013-08-30,C U13,U,C Z13
69,2013-11-29,C Z13,Z,C H14
70,2014-02-28,C H14,H,C K14
71,2014-04-30,C K14,K,C N14
72,2014-06-30,C N14,N,C U14
73,2014-08-29,C U14,U,C Z14
74,2014-11-28,C Z14,Z,C H15
75,2015-02-27,C H15,H,C K15
76,2015-04-30,C K15,K,C N15
77,2015-06-30,C N15,N,C U15
78,2015-08-31,C U15,U,C Z15
79,2015-11-30,C Z15,Z,C H16
80,2016-02-29,C H16,H,C K16
81,2016-04-29,C K16,K,C N16
82,2016-06-30,C N16,N,C U16
83,2016-08-31,C U16,U,C Z16
84,2016-11-30,C Z16,Z,C H17
85,2017-02-28,C H17,H,C K17
86,2017-04-28,C K17,K,C N17
87,2017-06-30,C N17,N,C U17
88,2017-08-31,C U17,U,C Z17
89,2017-11-30,C Z17,Z,C H18
90,2018-02-28,C H18,H,C K18
91,2018-04-30,C K18,K,C N18
92,2018-06-29,C N18,N,C U18
93,2018-08-31,C U18,U,C Z18
94,2018-11-30,C Z18,Z,C H19
95,2019-02-28,C H19,H,C K19
96,2019-04-30,C K19,K,C N19
97,2019-06-28,C N19,N,C U19
98,2019-08-30,C U19,U,C Z19
99,2019-11-29,C Z19,Z,C H20
100,2020-02-28,C H20,H,C K20
101,2020-04-30,C K20,K,C N20
102,2020-06-30,C N20,N,C U20
103,2020-08-31,C U20,U,C Z20
104,2020-11-30,C Z20,Z,C H21
105,2021-02-26,C H21,H,C K21
106,2021-04-30,C K21,K,C N21
107,2021-06-30,C N21,N,C U21
108,2021-08-31,C U21,U,C Z21
109,2021-11-30,C Z21,Z,C H22
110,2022-02-28,C H22,H,C K22
111,2022-04-29,C K22,K,C N22
112,2022-06-30,C N22,N,C U22
113,2022-08-31,C U22,U,C Z22
114,2022-11-30,C Z22,Z,C H23
115,2023-02-28,C H23,H,C K23
116,2023-04-28,C K23,K,C N23
117,2023-06-30,C N23,N,C U23
118,2023-08-31,C U23,U,C Z23
