,Date,PAM03,PAH04,PAU03,PAM04,PAZ03,PAU04,PAZ04,PAH05,PAM05,PAU05,PAZ05,PAH06,PAM06,PAU06,PAZ06,PAH07,PAM07,PAU07,PAZ07,PAH08,PAM08,PAU08,PAZ08,PAH09,PAM09,PAU09,PAZ09,PAH10,PAM10,PAU10,PAZ10,PAH11,PAM11,PAU11,PAZ11,PAH12,PAM12,PAU12,PAZ12,PAH13,PAM13,PAU13,PAZ13,PAH14,PAM14,PAU14,PAZ14,PAH15,PAM15,PAU15,PAZ15,PAH16,PAM16,PAU16,PAZ16,PAH17,PAM17,PAU17,PAZ17,PAH18,PAM18,PAU18,PAZ18,PAH19,PAM19,PAU19,PAZ19,PAH20,PAM20,PAU20,PAZ20,PAH21,PAM21,PAU21,PAZ21,PAH22,PAM22,PAU22,PAZ22,PAH23,PAM23,PAU23,PAZ23,PnL,PNL,IS_ROLLING,Day
23,2003-07-03,,,46.44999999999999,-45.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
24,2003-07-04,,,46.44999999999999,-45.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
25,2003-07-07,,,21.44999999999999,-20.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
26,2003-07-08,,,2.6999999999999886,-1.4499999999999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
27,2003-07-09,,,-27.799999999999983,29.049999999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
28,2003-07-10,,,-13.550000000000011,14.800000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
29,2003-07-11,,,-14.800000000000011,16.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
30,2003-07-14,,,-11.050000000000011,12.300000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
31,2003-07-15,,,-19.80000000000001,21.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
32,2003-07-16,,,-33.55000000000001,34.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
33,2003-07-17,,,-48.299999999999955,50.799999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
34,2003-07-18,,,-52.30000000000001,54.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
35,2003-07-21,,,-53.80000000000007,56.30000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
36,2003-07-22,,,-63.80000000000007,66.30000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
37,2003-07-23,,,-56.05000000000001,58.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
38,2003-07-24,,,-48.55000000000001,51.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
39,2003-07-25,,,-56.05000000000001,58.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
40,2003-07-28,,,-26.05000000000001,31.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,500.0,,
41,2003-07-29,,,-1.8000000000000398,3.05000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
42,2003-07-30,,,-8.550000000000011,9.800000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
43,2003-07-31,,,16.44999999999999,-15.199999999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
44,2003-08-01,,,32.69999999999999,-31.44999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,125.0,,
45,2003-08-04,,,25.69999999999996,-21.94999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,375.0,,
46,2003-08-05,,,-1.0500000000000114,3.5500000000000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
47,2003-08-06,,,-4.800000000000011,6.549999999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7499999999999716,174.99999999999716,,
48,2003-08-07,,,6.449999999999989,-4.700000000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7499999999999716,174.99999999999716,,
49,2003-08-08,,,0.4500000000000455,1.3000000000000682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7500000000001137,175.00000000001137,,
50,2003-08-11,,,18.450000000000017,-16.700000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7499999999999716,174.99999999999716,,
51,2003-08-12,,,-8.550000000000011,17.550000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000000000057,900.0000000000057,,
52,2003-08-13,,,-26.05000000000001,34.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,875.0,,
53,2003-08-14,,,7.200000000000017,2.3000000000000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.500000000000028,950.0000000000028,,
54,2003-08-15,,,21.44999999999999,-10.950000000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.499999999999972,1049.9999999999973,,
55,2003-08-18,,,11.449999999999989,-2.6999999999999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,875.0,,
56,2003-08-19,,,11.449999999999989,-2.9500000000000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.499999999999943,849.9999999999943,,
57,2003-08-20,,,43.19999999999996,-34.70000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.499999999999943,849.9999999999943,,
58,2003-08-21,,,41.44999999999999,-32.950000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.499999999999943,849.9999999999943,,
59,2003-08-22,,,82.20000000000002,-73.19999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000000000057,900.0000000000057,,
60,2003-08-25,,,102.95000000000005,-93.94999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000000000057,900.0000000000057,,
61,2003-08-26,,,138.95,-136.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,250.0,,
62,2003-08-27,,,133.95,-137.95000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.000000000000057,-400.0000000000057,,
63,2003-08-28,,,118.94999999999999,-123.94999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-500.0,,
64,2003-08-29,,,115.45000000000005,-118.45000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9999999999999716,-299.99999999999716,,
65,2003-09-01,,,115.45000000000005,-118.45000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9999999999999716,-299.99999999999716,,
66,2003-09-02,,,105.69999999999996,-108.19999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-250.0,,
67,2003-09-03,,,105.69999999999996,-110.95000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.250000000000057,-525.0000000000057,,
68,2003-09-04,,,105.69999999999996,-139.70000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.00000000000006,-3400.0000000000055,,
69,2003-09-05,,,105.69999999999996,-208.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-103.25000000000003,-10325.000000000004,,
70,2003-09-08,,,105.69999999999996,-261.70000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-156.00000000000009,-15600.00000000001,True,1.0
71,2003-09-09,,,105.69999999999996,-262.29999999999995,0.14999999999997726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-156.45000000000002,-15645.000000000002,True,2.0
72,2003-09-10,,,105.69999999999996,-226.15,-23.94999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-144.40000000000003,-14440.000000000004,True,3.0
73,2003-09-11,,,105.69999999999996,-222.65,-29.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-146.15000000000003,-14615.000000000004,True,4.0
74,2003-09-12,,,105.69999999999996,-218.75,-44.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-157.85000000000005,-15785.000000000005,True,5.0
75,2003-09-15,,,,,-84.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.54999999999995,-8454.999999999996,,
76,2003-09-16,,,,,-6.300000000000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.300000000000068,-630.0000000000068,,
77,2003-09-17,,,,,-33.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.55000000000001,-3355.000000000001,,
78,2003-09-18,,,,,-37.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.30000000000001,-3730.000000000001,,
79,2003-09-19,,,,,-6.050000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.050000000000011,-605.0000000000011,,
80,2003-09-22,,,,,-19.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.80000000000001,-1980.0000000000011,,
81,2003-09-23,,,,,-29.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.80000000000001,-2980.000000000001,,
82,2003-09-24,,,,,-7.300000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.300000000000011,-730.0000000000011,,
83,2003-09-25,,,,,-29.30000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.30000000000004,-2930.000000000004,,
84,2003-09-26,,,,,-62.049999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.049999999999955,-6204.999999999995,,
85,2003-09-29,,,,,-76.80000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.80000000000004,-7680.000000000004,,
86,2003-09-30,,,,,-44.04999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.04999999999998,-4404.999999999998,,
87,2003-10-01,,,,,-50.799999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.799999999999955,-5079.999999999995,,
88,2003-10-02,,,,,-59.30000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.30000000000004,-5930.000000000004,,
89,2003-10-03,,,,,-68.80000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.80000000000007,-6880.000000000007,,
90,2003-10-06,,,,,-66.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.05000000000001,-6605.000000000001,,
91,2003-10-07,,,,,-92.04999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.04999999999995,-9204.999999999996,,
92,2003-10-08,,,,,-44.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.80000000000001,-4480.000000000001,,
93,2003-10-09,,,,,-61.05000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.05000000000001,-6105.000000000001,,
94,2003-10-10,,,,,-67.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.30000000000001,-6730.000000000001,,
95,2003-10-13,,,,,-72.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.30000000000001,-7230.000000000001,,
96,2003-10-14,,,,,-89.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.54999999999995,-8954.999999999996,,
97,2003-10-15,,,,,-161.54999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-161.54999999999998,-16154.999999999998,,
98,2003-10-16,,,,,-154.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154.8,-15480.000000000002,,
99,2003-10-17,,,,,-139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139.8,-13980.000000000002,,
100,2003-10-20,,,,,-133.80000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-133.80000000000007,-13380.000000000007,,
101,2003-10-21,,,,,-125.55000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125.55000000000004,-12555.000000000004,,
102,2003-10-22,,,,,-111.54999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.54999999999998,-11154.999999999998,,
103,2003-10-23,,,,,-107.55000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107.55000000000007,-10755.000000000007,,
104,2003-10-24,,,,,-129.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.54999999999995,-12954.999999999996,,
105,2003-10-27,,,,,-124.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.54999999999995,-12454.999999999996,,
106,2003-10-28,,,,,-121.30000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.30000000000007,-12130.000000000007,,
107,2003-10-29,,,,,-87.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.30000000000001,-8730.000000000002,,
