,Date,HGH00,HGH01,HGK00,HGK01,HGN00,HGN01,HGU00,HGU01,HGZ00,HGZ01,HGH02,HGK02,HGN02,HGU02,HGZ02,HGH03,HGK03,HGN03,HGU03,HGZ03,HGH04,HGK04,HGN04,HGU04,HGZ04,HGH05,HGK05,HGN05,HGU05,HGZ05,HGH06,HGK06,HGN06,HGU06,HGZ06,HGH07,HGK07,HGN07,HGU07,HGZ07,HGH08,HGK08,HGN08,HGU08,HGZ08,HGH09,HGK09,HGN09,HGU09,HGZ09,HGH10,HGK10,HGN10,HGU10,HGZ10,HGH11,HGK11,HGN11,HGU11,HGZ11,HGH12,HGK12,HGN12,HGU12,HGZ12,HGH13,HGK13,HGN13,HGU13,HGZ13,HGH14,HGK14,HGN14,HGU14,HGZ14,HGH15,HGK15,HGN15,HGU15,HGZ15,HGH16,HGK16,HGN16,HGU16,HGZ16,HGH17,HGK17,HGN17,HGU17,HGZ17,HGH18,HGK18,HGN18,HGU18,HGZ18,HGH19,HGK19,HGN19,HGU19,HGZ19,HGH20,HGK20,HGN20,HGU20,HGZ20,HGH21,HGK21,HGN21,HGU21,HGZ21,HGH22,HGK22,HGN22,HGU22,HGZ22,HGH23,HGK23,HGN23,HGU23,HGZ23,PnL,PNL,IS_ROLLING,Day
0,1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,
1,1999-04-01,0.5000000000000426,-0.4999999999999716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.105427357601002e-14,1.7763568394002505e-11,,
2,1999-04-02,0.5000000000000426,-0.4999999999999716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.105427357601002e-14,1.7763568394002505e-11,,
3,1999-04-05,1.4999999999999858,-2.0000000000000284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5000000000000426,-125.00000000001066,,
4,1999-04-06,0.2499999999999858,0.4999999999999716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7499999999999574,187.49999999998934,,
5,1999-04-07,8.75,-7.999999999999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500000000000284,187.5000000000071,,
6,1999-04-08,8.000000000000043,-7.250000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500000000000284,187.5000000000071,,
7,1999-04-09,8.75,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,312.5,,
8,1999-04-12,4.250000000000043,-2.9999999999999716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250000000000071,312.50000000001774,,
9,1999-04-13,14.250000000000043,-12.250000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0000000000000284,500.0000000000071,,
