,Distance,std,cuml_pnl,sharp_ratio
0,12,566704.3446602991,5856.169299187241,0.2674057494491911
1,11,545393.9944352208,5365.795593635253,0.2551733268425822
2,9,526075.8999812045,5020.44133313042,0.2488424198954506
3,10,563865.9349073542,4320.988709185233,0.19930269420951033
4,8,513935.04178394977,2358.147585788036,0.11991787869936353
5,7,531946.4443894641,1811.881907645723,0.08927590455935117
6,6,530804.7347639811,1690.6570004531038,0.08368425729991098
7,1,618274.4962503118,863.0264290104484,0.04506089151172219
8,5,578564.1223987334,489.27248079530034,0.022279293687548253
9,2,614911.7806729121,473.1828374943947,0.020425694213006176
10,3,570439.5802461883,161.30115424973803,0.00748545533631656
11,4,572236.8299682285,112.06730769230813,0.005172683485200271
