,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,2003-06-02,187.0,189.5,,,5,5,0,0,False,"{'long_future': 'PAM03', 'short_future': 'PAM04', 'event': 'base', 'missing_price_flag': False}",-12.5,0.0,,0.0
1,2003-06-03,,194.5,,,5,5,0,0,False,"{'long_future': 'PAM03', 'short_future': 'PAM04', 'event': 'base', 'missing_price_flag': True}",-37.5,-2500.0,-inf,-2500.0
2,2003-06-04,,192.1,,,5,5,0,0,False,"{'long_future': 'PAM03', 'short_future': 'PAM04', 'event': 'base', 'missing_price_flag': True}",-25.5,1200.0,-1.48,-1300.0
3,2003-06-05,,189.0,,,5,5,0,0,False,"{'long_future': 'PAM03', 'short_future': 'PAM04', 'event': 'base', 'missing_price_flag': True}",-10.0,1550.0,0.29166666666666674,250.0
4,2003-06-06,,180.0,,,5,5,0,0,False,"{'long_future': 'PAM03', 'short_future': 'PAM04', 'event': 'base', 'missing_price_flag': True}",35.0,4500.0,1.903225806451613,4750.0
5,2003-06-09,172.65,,,175.15,4,5,0,1,True,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'previous_long_future': 'PAM03', 'previous_short_future': 'PAM04', 'event': {'rolling_over': 1}}",,,0.0,
6,2003-06-10,178.0,,,180.5,3,5,0,2,True,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'previous_long_future': 'PAM03', 'previous_short_future': 'PAM04', 'event': {'rolling_over': 2}}",,,0.0,
7,2003-06-11,175.0,,,177.5,2,5,0,3,True,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'previous_long_future': 'PAM03', 'previous_short_future': 'PAM04', 'event': {'rolling_over': 3}}",,,0.0,
8,2003-06-12,181.9,,,184.4,1,5,0,4,True,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'previous_long_future': 'PAM03', 'previous_short_future': 'PAM04', 'event': {'rolling_over': 4}}",,,0.0,
9,2003-06-13,186.0,,,188.5,0,5,0,5,True,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'previous_long_future': 'PAM03', 'previous_short_future': 'PAM04', 'event': {'rolling_over': 5}}",,,0.0,
10,2003-06-16,185.0,,,187.5,5,5,0,0,False,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'event': 'base', 'missing_price_flag': True}",25.0,,0.0,
11,2003-06-17,176.5,,,179.0,5,5,0,0,False,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'event': 'base', 'missing_price_flag': True}",-17.5,-4250.0,-1.9444444444444444,500.0
12,2003-06-18,178.75,,,181.25,5,5,0,0,False,"{'long_future': 'PAU03', 'short_future': 'PAU04', 'event': 'base', 'missing_price_flag': True}",-6.25,1125.0,-1.2647058823529411,1625.0
