,Distance,std,cuml_pnl,sharp_ratio
0,3,1377523.0766965465,12595.70210346788,0.1914741062868622
1,2,1338221.9295203995,7981.985977498777,0.14516276838298423
2,4,1406058.1767524923,4318.159787959113,0.06437144742406527
3,1,1344276.6678808907,305.22560335781725,0.006010667441500162
