,Due,Future,Month
0,2000-03-01,PAH00,H
1,2000-06-01,PAM00,M
2,2000-09-01,PAU00,U
3,2000-12-01,PAZ00,Z
4,2001-03-01,PAH01,H
5,2001-06-01,PAM01,M
6,2001-09-04,PAU01,U
7,2001-12-03,PAZ01,Z
8,2002-03-01,PAH02,H
9,2002-06-03,PAM02,M
10,2002-09-03,PAU02,U
11,2002-12-02,PAZ02,Z
12,2003-03-03,PAH03,H
13,2003-06-02,PAM03,M
14,2003-09-02,PAU03,U
15,2003-12-01,PAZ03,Z
16,2004-03-01,PAH04,H
17,2004-06-01,PAM04,M
18,2004-09-01,PAU04,U
19,2004-12-01,PAZ04,Z
20,2005-02-28,PAH05,H
21,2005-05-31,PAM05,M
22,2005-08-31,PAU05,U
23,2005-11-30,PAZ05,Z
24,2006-02-28,PAH06,H
25,2006-05-31,PAM06,M
26,2006-08-31,PAU06,U
27,2006-11-30,PAZ06,Z
28,2007-02-28,PAH07,H
29,2007-05-31,PAM07,M
30,2007-08-31,PAU07,U
31,2007-11-30,PAZ07,Z
32,2008-02-29,PAH08,H
33,2008-05-30,PAM08,M
34,2008-08-29,PAU08,U
35,2008-11-28,PAZ08,Z
36,2009-02-27,PAH09,H
37,2009-05-29,PAM09,M
38,2009-08-31,PAU09,U
39,2009-11-30,PAZ09,Z
40,2010-02-26,PAH10,H
41,2010-05-28,PAM10,M
42,2010-08-31,PAU10,U
43,2010-11-30,PAZ10,Z
44,2011-02-28,PAH11,H
45,2011-05-31,PAM11,M
46,2011-08-31,PAU11,U
47,2011-11-30,PAZ11,Z
48,2012-02-29,PAH12,H
49,2012-05-31,PAM12,M
50,2012-08-31,PAU12,U
51,2012-11-30,PAZ12,Z
52,2013-02-28,PAH13,H
53,2013-05-31,PAM13,M
54,2013-08-30,PAU13,U
55,2013-11-29,PAZ13,Z
56,2014-02-28,PAH14,H
57,2014-05-30,PAM14,M
58,2014-08-29,PAU14,U
59,2014-11-28,PAZ14,Z
60,2015-02-27,PAH15,H
61,2015-05-29,PAM15,M
62,2015-08-31,PAU15,U
63,2015-11-30,PAZ15,Z
64,2016-02-29,PAH16,H
65,2016-05-31,PAM16,M
66,2016-08-31,PAU16,U
67,2016-11-30,PAZ16,Z
68,2017-02-28,PAH17,H
69,2017-05-31,PAM17,M
70,2017-08-31,PAU17,U
71,2017-11-30,PAZ17,Z
72,2018-02-28,PAH18,H
73,2018-05-31,PAM18,M
74,2018-08-31,PAU18,U
75,2018-11-30,PAZ18,Z
76,2019-02-28,PAH19,H
77,2019-05-31,PAM19,M
78,2019-08-30,PAU19,U
79,2019-11-29,PAZ19,Z
80,2020-02-28,PAH20,H
81,2020-05-29,PAM20,M
82,2020-08-31,PAU20,U
83,2020-11-30,PAZ20,Z
84,2021-02-26,PAH21,H
85,2021-05-28,PAM21,M
86,2021-08-31,PAU21,U
87,2021-11-30,PAZ21,Z
88,2022-02-28,PAH22,H
89,2022-05-31,PAM22,M
90,2022-08-31,PAU22,U
91,2022-11-30,PAZ22,Z
92,2023-02-28,PAH23,H
93,2023-05-31,PAM23,M
94,2023-08-31,PAU23,U
95,2023-10-31,PAZ23,Z
