,Due,Future,Month
0,2000-02-18,KCH00,H
1,2000-04-19,KCK00,K
2,2000-06-22,KCN00,N
3,2000-08-23,KCU00,U
4,2000-11-20,KCZ00,Z
5,2001-02-20,KCH01,H
6,2001-04-20,KCK01,K
7,2001-06-21,KCN01,N
8,2001-08-23,KCU01,U
9,2001-11-20,KCZ01,Z
10,2002-02-20,KCH02,H
11,2002-04-22,KCK02,K
12,2002-06-20,KCN02,N
13,2002-08-22,KCU02,U
14,2002-11-19,KCZ02,Z
15,2003-02-20,KCH03,H
16,2003-04-22,KCK03,K
17,2003-06-20,KCN03,N
18,2003-08-21,KCU03,U
19,2003-11-18,KCZ03,Z
20,2004-02-19,KCH04,H
21,2004-04-22,KCK04,K
22,2004-06-22,KCN04,N
23,2004-08-23,KCU04,U
24,2004-11-18,KCZ04,Z
25,2005-02-17,KCH05,H
26,2005-04-21,KCK05,K
27,2005-06-22,KCN05,N
28,2005-08-23,KCU05,U
29,2005-11-18,KCZ05,Z
30,2006-02-17,KCH06,H
31,2006-04-20,KCK06,K
32,2006-06-22,KCN06,N
33,2006-08-23,KCU06,U
34,2006-11-20,KCZ06,Z
35,2007-02-20,KCH07,H
36,2007-04-20,KCK07,K
37,2007-06-21,KCN07,N
38,2007-08-23,KCU07,U
39,2007-11-20,KCZ07,Z
40,2008-02-21,KCH08,H
41,2008-04-22,KCK08,K
42,2008-06-20,KCN08,N
43,2008-08-21,KCU08,U
44,2008-11-19,KCZ08,Z
45,2009-02-19,KCH09,H
46,2009-04-22,KCK09,K
47,2009-06-22,KCN09,N
48,2009-08-21,KCU09,U
49,2009-11-19,KCZ09,Z
50,2010-02-18,KCH10,H
51,2010-04-22,KCK10,K
52,2010-06-22,KCN10,N
53,2010-08-23,KCU10,U
54,2010-11-19,KCZ10,Z
55,2011-02-17,KCH11,H
56,2011-04-20,KCK11,K
57,2011-06-22,KCN11,N
58,2011-08-23,KCU11,U
59,2011-11-21,KCZ11,Z
60,2012-02-21,KCH12,H
61,2012-04-20,KCK12,K
62,2012-06-21,KCN12,N
63,2012-08-23,KCU12,U
64,2012-11-21,KCZ12,Z
65,2013-02-20,KCH13,H
66,2013-04-22,KCK13,K
67,2013-06-20,KCN13,N
68,2013-08-22,KCU13,U
69,2013-11-20,KCZ13,Z
70,2014-02-20,KCH14,H
71,2014-04-22,KCK14,K
72,2014-06-20,KCN14,N
73,2014-08-21,KCU14,U
74,2014-11-19,KCZ14,Z
75,2015-02-19,KCH15,H
76,2015-04-22,KCK15,K
77,2015-06-22,KCN15,N
78,2015-08-21,KCU15,U
79,2015-11-19,KCZ15,Z
80,2016-02-19,KCH16,H
81,2016-04-21,KCK16,K
82,2016-06-22,KCN16,N
83,2016-08-23,KCU16,U
84,2016-11-21,KCZ16,Z
85,2017-02-17,KCH17,H
86,2017-04-20,KCK17,K
87,2017-06-22,KCN17,N
88,2017-08-23,KCU17,U
89,2017-11-21,KCZ17,Z
90,2018-02-20,KCH18,H
91,2018-04-20,KCK18,K
92,2018-06-21,KCN18,N
93,2018-08-23,KCU18,U
94,2018-11-21,KCZ18,Z
95,2019-02-20,KCH19,H
96,2019-04-22,KCK19,K
97,2019-06-20,KCN19,N
98,2019-08-22,KCU19,U
99,2019-11-20,KCZ19,Z
100,2020-02-20,KCH20,H
101,2020-04-22,KCK20,K
102,2020-06-22,KCN20,N
103,2020-08-21,KCU20,U
104,2020-11-19,KCZ20,Z
105,2021-02-18,KCH21,H
106,2021-04-22,KCK21,K
107,2021-06-22,KCN21,N
108,2021-08-23,KCU21,U
109,2021-11-19,KCZ21,Z
110,2022-02-17,KCH22,H
111,2022-04-21,KCK22,K
112,2022-06-22,KCN22,N
113,2022-08-23,KCU22,U
114,2022-11-21,KCZ22,Z
115,2023-02-17,KCH23,H
116,2023-04-20,KCK23,K
117,2023-06-22,KCN23,N
118,2023-08-23,KCU23,U
119,2023-10-31,KCZ23,Z
