,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,1999-10-01,84.1,94.5,84.1,94.5,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-52.0,0.0,,0.0
1,1999-10-04,85.7,96.25,85.7,96.25,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-52.75,-281.25,-inf,-281.25
2,1999-10-05,87.9,97.8,87.9,97.8,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-49.5,1218.75,-5.333333333333333,937.5
3,1999-10-06,88.5,98.25,88.5,98.25,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-48.75,281.25,-0.7692307692307692,1218.75
4,1999-10-07,88.3,98.25,88.3,98.25,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-49.75,-375.0,-2.333333333333333,843.75
5,1999-10-08,87.95,98.25,87.95,98.25,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-51.5,-656.25,0.75,187.5
6,1999-10-11,93.8,103.5,93.8,103.5,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-48.5,1125.0,-2.7142857142857144,1312.5
7,1999-10-12,99.3,108.65,99.3,108.65,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-46.75,656.25,-0.41666666666666663,1968.75
8,1999-10-13,121.35,128.0,121.35,128.0,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-33.25,5062.5,6.714285714285714,7031.25
9,1999-10-14,109.25,117.25,109.25,117.25,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-40.0,-2531.25,-1.5,4500.0
10,1999-10-15,110.75,118.5,110.75,118.5,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-38.75,468.75,-1.1851851851851851,4968.75
11,1999-10-18,98.7,108.75,98.7,108.75,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-50.25,-4312.5,-10.2,656.25
12,1999-10-19,100.55,109.55,100.55,109.55,5,5,0,0,False,"{'long_future': 'KCH00', 'short_future': 'KCH01', 'event': 'base', 'missing_price_flag': False}",-45.0,1968.75,-1.4565217391304348,2625.0
