,Due,Future,Month
0,1999-12-30,HOF00,F
1,2000-01-31,HOG00,G
2,2000-02-29,HOH00,H
3,2000-03-31,HOJ00,J
4,2000-04-28,HOK00,K
5,2000-05-31,HOM00,M
6,2000-06-30,HON00,N
7,2000-07-31,HOQ00,Q
8,2000-08-31,HOU00,U
9,2000-09-29,HOV00,V
10,2000-10-31,HOX00,X
11,2000-11-30,HOZ00,Z
12,2000-12-29,HOF01,F
13,2001-01-31,HOG01,G
14,2001-02-28,HOH01,H
15,2001-03-30,HOJ01,J
16,2001-04-30,HOK01,K
17,2001-05-31,HOM01,M
18,2001-06-29,HON01,N
19,2001-07-31,HOQ01,Q
20,2001-08-31,HOU01,U
21,2001-09-28,HOV01,V
22,2001-10-31,HOX01,X
23,2001-11-30,HOZ01,Z
24,2001-12-31,HOF02,F
25,2002-01-31,HOG02,G
26,2002-02-28,HOH02,H
27,2002-03-28,HOJ02,J
28,2002-04-30,HOK02,K
29,2002-05-31,HOM02,M
30,2002-06-28,HON02,N
31,2002-07-31,HOQ02,Q
32,2002-08-30,HOU02,U
33,2002-09-30,HOV02,V
34,2002-10-31,HOX02,X
35,2002-11-27,HOZ02,Z
36,2002-12-31,HOF03,F
37,2003-01-31,HOG03,G
38,2003-02-28,HOH03,H
39,2003-03-31,HOJ03,J
40,2003-04-30,HOK03,K
41,2003-05-30,HOM03,M
42,2003-06-30,HON03,N
43,2003-07-31,HOQ03,Q
44,2003-08-29,HOU03,U
45,2003-09-30,HOV03,V
46,2003-10-31,HOX03,X
47,2003-11-26,HOZ03,Z
48,2003-12-31,HOF04,F
49,2004-01-30,HOG04,G
50,2004-02-27,HOH04,H
51,2004-03-31,HOJ04,J
52,2004-04-30,HOK04,K
53,2004-05-28,HOM04,M
54,2004-06-30,HON04,N
55,2004-07-30,HOQ04,Q
56,2004-08-31,HOU04,U
57,2004-09-30,HOV04,V
58,2004-10-29,HOX04,X
59,2004-11-30,HOZ04,Z
60,2004-12-30,HOF05,F
61,2005-01-31,HOG05,G
62,2005-02-28,HOH05,H
63,2005-03-31,HOJ05,J
64,2005-04-29,HOK05,K
65,2005-05-31,HOM05,M
66,2005-06-30,HON05,N
67,2005-07-29,HOQ05,Q
68,2005-08-31,HOU05,U
69,2005-09-30,HOV05,V
70,2005-10-31,HOX05,X
71,2005-11-30,HOZ05,Z
72,2005-12-30,HOF06,F
73,2006-01-31,HOG06,G
74,2006-02-28,HOH06,H
75,2006-03-31,HOJ06,J
76,2006-04-28,HOK06,K
77,2006-05-31,HOM06,M
78,2006-06-30,HON06,N
79,2006-07-31,HOQ06,Q
80,2006-08-31,HOU06,U
81,2006-09-29,HOV06,V
82,2006-10-31,HOX06,X
83,2006-11-30,HOZ06,Z
84,2006-12-29,HOF07,F
85,2007-01-31,HOG07,G
86,2007-02-28,HOH07,H
87,2007-03-30,HOJ07,J
88,2007-04-30,HOK07,K
89,2007-05-31,HOM07,M
90,2007-06-29,HON07,N
91,2007-07-31,HOQ07,Q
92,2007-08-31,HOU07,U
93,2007-09-28,HOV07,V
94,2007-10-31,HOX07,X
95,2007-11-30,HOZ07,Z
96,2007-12-31,HOF08,F
97,2008-01-31,HOG08,G
98,2008-02-29,HOH08,H
99,2008-03-31,HOJ08,J
100,2008-04-30,HOK08,K
101,2008-05-30,HOM08,M
102,2008-06-30,HON08,N
103,2008-07-31,HOQ08,Q
104,2008-08-29,HOU08,U
105,2008-09-30,HOV08,V
106,2008-10-31,HOX08,X
107,2008-11-28,HOZ08,Z
108,2008-12-31,HOF09,F
109,2009-01-30,HOG09,G
110,2009-02-27,HOH09,H
111,2009-03-31,HOJ09,J
112,2009-04-30,HOK09,K
113,2009-05-29,HOM09,M
114,2009-06-30,HON09,N
115,2009-07-31,HOQ09,Q
116,2009-08-31,HOU09,U
117,2009-09-30,HOV09,V
118,2009-10-30,HOX09,X
119,2009-11-30,HOZ09,Z
120,2009-12-31,HOF10,F
121,2010-01-29,HOG10,G
122,2010-02-26,HOH10,H
123,2010-03-31,HOJ10,J
124,2010-04-30,HOK10,K
125,2010-05-28,HOM10,M
126,2010-06-30,HON10,N
127,2010-07-30,HOQ10,Q
128,2010-08-31,HOU10,U
129,2010-09-30,HOV10,V
130,2010-10-29,HOX10,X
131,2010-11-30,HOZ10,Z
132,2010-12-31,HOF11,F
133,2011-01-31,HOG11,G
134,2011-02-28,HOH11,H
135,2011-03-31,HOJ11,J
136,2011-04-29,HOK11,K
137,2011-05-31,HOM11,M
138,2011-06-30,HON11,N
139,2011-07-29,HOQ11,Q
140,2011-08-31,HOU11,U
141,2011-09-30,HOV11,V
142,2011-10-31,HOX11,X
143,2011-11-30,HOZ11,Z
144,2011-12-30,HOF12,F
145,2012-01-31,HOG12,G
146,2012-02-29,HOH12,H
147,2012-03-30,HOJ12,J
148,2012-04-30,HOK12,K
149,2012-05-31,HOM12,M
150,2012-06-29,HON12,N
151,2012-07-31,HOQ12,Q
152,2012-08-31,HOU12,U
153,2012-09-28,HOV12,V
154,2012-10-31,HOX12,X
155,2012-11-30,HOZ12,Z
156,2012-12-31,HOF13,F
157,2013-01-31,HOG13,G
158,2013-02-28,HOH13,H
159,2013-03-28,HOJ13,J
160,2013-04-30,HOK13,K
161,2013-05-31,HOM13,M
162,2013-06-28,HON13,N
163,2013-07-31,HOQ13,Q
