,Distance,std,cuml_pnl,sharp_ratio
0,6,186912.68650518195,-332.46864000000016,-0.04411551807518105
1,3,189495.4305371379,-551.5533114138093,-0.07377090814472333
2,1,177850.210084902,-598.6977263216627,-0.09576598190055145
3,2,189553.86071270402,-1126.596887159533,-0.1515334474961444
4,5,175006.99016853096,-1681.5782061068705,-0.23975830885151106
5,4,197686.25500588908,-2068.2833517089307,-0.26359571634582113
