,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,1999-11-29,,396.6,,396.6,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': True}",,0.0,,0.0
1,1999-11-30,418.8,400.8,418.8,400.8,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",90.0,,,
2,1999-12-01,421.7,403.7,421.7,403.7,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",90.0,0.0,,0.0
3,1999-12-02,419.4,401.9,419.4,401.9,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",87.5,-125.0,-inf,-125.0
4,1999-12-03,418.3,400.3,418.3,400.3,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",90.0,125.0,-2.0,0.0
5,1999-12-06,417.4,399.4,417.4,399.4,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",90.0,0.0,-1.0,0.0
6,1999-12-07,417.9,400.4,417.9,400.4,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",87.5,-125.0,-inf,-125.0
7,1999-12-08,418.0,400.3,418.0,400.3,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",88.5,50.0,-1.4,-75.0
8,1999-12-09,414.9,397.9,414.9,397.9,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",85.0,-175.0,-4.5,-250.0
9,1999-12-10,419.5,402.7,419.5,402.7,5,5,0,0,False,"{'long_future': 'PLF00', 'short_future': 'PLF01', 'event': 'base', 'missing_price_flag': False}",84.0,-50.0,-0.7142857142857143,-300.0
