,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,2005-10-24,160.53,158.0,160.53,158.0,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",12.649999999999977,0.0,,0.0
1,2005-10-25,166.2,163.75,166.2,163.75,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",12.25,-167.99999999999045,-inf,-167.99999999999045
2,2005-10-26,160.0,157.8,160.0,157.8,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",11.0,-525.0,2.1250000000001776,-692.9999999999905
3,2005-10-27,161.0,158.3,161.0,158.3,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",13.5,1050.0,-3.0,357.00000000000955
4,2005-10-28,164.5,161.25,164.5,161.25,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",16.25,1155.0,0.10000000000000009,1512.0000000000095
5,2005-10-31,158.11,155.96,158.11,155.96,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",10.75,-2310.0,-3.0,-797.9999999999905
6,2005-11-01,159.6,157.45,159.6,157.45,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",10.75,0.0,-1.0,-797.9999999999905
7,2005-11-02,157.6,155.75,157.6,155.75,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",9.25,-630.0,-inf,-1427.9999999999905
8,2005-11-03,162.6,160.8,162.6,160.8,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",9.0,-105.0,-0.8333333333333334,-1532.9999999999905
9,2005-11-04,160.5,158.8,160.5,158.8,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",8.5,-210.0,1.0,-1742.9999999999905
10,2005-11-07,157.9,155.5,157.9,155.5,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",12.0,1470.0,-8.0,-272.99999999999045
11,2005-11-08,160.74,158.34,160.74,158.34,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",12.0,0.0,-1.0,-272.99999999999045
12,2005-11-09,158.8,156.75,158.8,156.75,5,5,0,0,False,"{'long_future': 'XBF06', 'short_future': 'XBF07', 'event': 'base', 'missing_price_flag': False}",10.25,-735.0,-inf,-1007.9999999999905
