,Due,Future,Month
0,2005-12-30,XBF06,F
1,2006-01-31,XBG06,G
2,2006-02-28,XBH06,H
3,2006-03-31,XBJ06,J
4,2006-04-28,XBK06,K
5,2006-05-31,XBM06,M
6,2006-06-30,XBN06,N
7,2006-07-31,XBQ06,Q
8,2006-08-31,XBU06,U
9,2006-09-29,XBV06,V
10,2006-10-31,XBX06,X
11,2006-11-30,XBZ06,Z
12,2006-12-29,XBF07,F
13,2007-01-31,XBG07,G
14,2007-02-28,XBH07,H
15,2007-03-30,XBJ07,J
16,2007-04-30,XBK07,K
17,2007-05-31,XBM07,M
18,2007-06-29,XBN07,N
19,2007-07-31,XBQ07,Q
20,2007-08-31,XBU07,U
21,2007-09-28,XBV07,V
22,2007-10-31,XBX07,X
23,2007-11-30,XBZ07,Z
24,2007-12-31,XBF08,F
25,2008-01-31,XBG08,G
26,2008-02-29,XBH08,H
27,2008-03-31,XBJ08,J
28,2008-04-30,XBK08,K
29,2008-05-30,XBM08,M
30,2008-06-30,XBN08,N
31,2008-07-31,XBQ08,Q
32,2008-08-29,XBU08,U
33,2008-09-30,XBV08,V
34,2008-10-31,XBX08,X
35,2008-11-28,XBZ08,Z
36,2008-12-31,XBF09,F
37,2009-01-30,XBG09,G
38,2009-02-27,XBH09,H
39,2009-03-31,XBJ09,J
40,2009-04-30,XBK09,K
41,2009-05-29,XBM09,M
42,2009-06-30,XBN09,N
43,2009-07-31,XBQ09,Q
44,2009-08-31,XBU09,U
45,2009-09-30,XBV09,V
46,2009-10-30,XBX09,X
47,2009-11-30,XBZ09,Z
48,2009-12-31,XBF10,F
49,2010-01-29,XBG10,G
50,2010-02-26,XBH10,H
51,2010-03-31,XBJ10,J
52,2010-04-30,XBK10,K
53,2010-05-28,XBM10,M
54,2010-06-30,XBN10,N
55,2010-07-30,XBQ10,Q
56,2010-08-31,XBU10,U
57,2010-09-30,XBV10,V
58,2010-10-29,XBX10,X
59,2010-11-30,XBZ10,Z
60,2010-12-31,XBF11,F
61,2011-01-31,XBG11,G
62,2011-02-28,XBH11,H
63,2011-03-31,XBJ11,J
64,2011-04-29,XBK11,K
65,2011-05-31,XBM11,M
66,2011-06-30,XBN11,N
67,2011-07-29,XBQ11,Q
68,2011-08-31,XBU11,U
69,2011-09-30,XBV11,V
70,2011-10-31,XBX11,X
71,2011-11-30,XBZ11,Z
72,2011-12-30,XBF12,F
73,2012-01-31,XBG12,G
74,2012-02-29,XBH12,H
75,2012-03-30,XBJ12,J
76,2012-04-30,XBK12,K
77,2012-05-31,XBM12,M
78,2012-06-29,XBN12,N
79,2012-07-31,XBQ12,Q
80,2012-08-31,XBU12,U
81,2012-09-28,XBV12,V
82,2012-10-31,XBX12,X
83,2012-11-30,XBZ12,Z
84,2012-12-31,XBF13,F
85,2013-01-31,XBG13,G
86,2013-02-28,XBH13,H
87,2013-03-28,XBJ13,J
88,2013-04-30,XBK13,K
