,Due,Future,Month
0,2000-02-23,CTH00,H
1,2000-04-24,CTK00,K
2,2000-06-26,CTN00,N
3,2000-11-22,CTZ00,Z
4,2001-02-22,CTH01,H
5,2001-04-24,CTK01,K
6,2001-06-25,CTN01,N
7,2001-11-26,CTZ01,Z
8,2002-02-22,CTH02,H
9,2002-04-24,CTK02,K
10,2002-06-24,CTN02,N
11,2002-11-21,CTZ02,Z
12,2003-02-24,CTH03,H
13,2003-04-24,CTK03,K
14,2003-06-24,CTN03,N
15,2003-11-20,CTZ03,Z
16,2004-02-23,CTH04,H
17,2004-04-26,CTK04,K
18,2004-06-24,CTN04,N
19,2004-11-22,CTZ04,Z
20,2005-02-22,CTH05,H
21,2005-04-25,CTK05,K
22,2005-06-24,CTN05,N
23,2005-11-22,CTZ05,Z
24,2006-02-23,CTH06,H
25,2006-04-24,CTK06,K
26,2006-06-26,CTN06,N
27,2006-11-22,CTZ06,Z
28,2007-02-22,CTH07,H
29,2007-04-24,CTK07,K
30,2007-06-25,CTN07,N
31,2007-11-26,CTZ07,Z
32,2008-02-25,CTH08,H
33,2008-04-24,CTK08,K
34,2008-06-24,CTN08,N
35,2008-11-21,CTZ08,Z
36,2009-02-23,CTH09,H
37,2009-04-24,CTK09,K
38,2009-06-24,CTN09,N
39,2009-11-23,CTZ09,Z
40,2010-02-22,CTH10,H
41,2010-04-26,CTK10,K
42,2010-06-24,CTN10,N
43,2010-11-23,CTZ10,Z
44,2011-02-22,CTH11,H
45,2011-04-25,CTK11,K
46,2011-06-24,CTN11,N
47,2011-11-23,CTZ11,Z
48,2012-02-23,CTH12,H
49,2012-04-24,CTK12,K
50,2012-06-25,CTN12,N
51,2012-11-26,CTZ12,Z
52,2013-02-22,CTH13,H
53,2013-04-24,CTK13,K
54,2013-06-24,CTN13,N
55,2013-11-22,CTZ13,Z
56,2014-02-24,CTH14,H
57,2014-04-24,CTK14,K
58,2014-06-24,CTN14,N
59,2014-11-21,CTZ14,Z
60,2015-02-23,CTH15,H
61,2015-04-24,CTK15,K
62,2015-06-24,CTN15,N
63,2015-11-23,CTZ15,Z
64,2016-02-23,CTH16,H
65,2016-04-25,CTK16,K
66,2016-06-24,CTN16,N
67,2016-11-23,CTZ16,Z
68,2017-02-22,CTH17,H
69,2017-04-24,CTK17,K
70,2017-06-26,CTN17,N
71,2017-11-24,CTZ17,Z
72,2018-02-22,CTH18,H
73,2018-04-24,CTK18,K
74,2018-06-25,CTN18,N
75,2018-11-26,CTZ18,Z
76,2019-02-22,CTH19,H
77,2019-04-24,CTK19,K
78,2019-06-24,CTN19,N
79,2019-11-22,CTZ19,Z
80,2020-02-24,CTH20,H
81,2020-04-24,CTK20,K
82,2020-06-24,CTN20,N
83,2020-11-23,CTZ20,Z
84,2021-02-22,CTH21,H
85,2021-04-26,CTK21,K
86,2021-06-24,CTN21,N
87,2021-11-23,CTZ21,Z
88,2022-02-22,CTH22,H
89,2022-04-25,CTK22,K
90,2022-06-24,CTN22,N
91,2022-11-23,CTZ22,Z
92,2023-02-22,CTH23,H
93,2023-04-24,CTK23,K
94,2023-06-26,CTN23,N
95,2023-10-31,CTZ23,Z
