,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,1999-03-18,60.9,63.0,60.9,63.0,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-10.5,0.0,,0.0
1,1999-03-19,61.1,62.75,61.1,62.75,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-8.25,1125.0,inf,1125.0
2,1999-03-22,62.4,63.9,62.4,63.9,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-7.5,375.0,-0.6666666666666667,1500.0
3,1999-03-23,62.01,63.18,62.01,63.18,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-5.849999999999966,825.000000000017,1.2000000000000455,2325.0000000000173
4,1999-03-24,61.73,62.7,61.73,62.7,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-4.850000000000023,499.9999999999716,-0.3939393939394409,2824.999999999989
5,1999-03-25,61.43,62.1,61.43,62.1,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-3.3500000000000227,750.0,0.5000000000000853,3574.999999999989
6,1999-03-26,61.02,62.2,61.02,62.2,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-5.899999999999977,-1274.9999999999773,-2.69999999999997,2300.000000000012
7,1999-03-29,59.63,61.35,59.63,61.35,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-8.599999999999966,-1349.9999999999943,0.05882352941177915,950.0000000000175
8,1999-03-30,60.08,61.8,60.08,61.8,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-8.600000000000023,-2.8421709430404007e-11,-0.9999999999999789,949.9999999999891
9,1999-03-31,60.1,61.95,60.1,61.95,5,5,0,0,False,"{'long_future': 'CTH00', 'short_future': 'CTH01', 'event': 'base', 'missing_price_flag': False}",-9.25,-324.99999999998863,11434920928869.0,625.0000000000005
