,Due,Future,Month,Pair
0,2000-02-29,SBH00,H,SBN00
1,2000-04-28,SBK00,K,SBV00
2,2000-06-30,SBN00,N,SBH01
3,2000-09-29,SBV00,V,SBK01
4,2001-02-28,SBH01,H,SBN01
5,2001-04-30,SBK01,K,SBV01
6,2001-06-29,SBN01,N,SBH02
7,2001-09-28,SBV01,V,SBK02
8,2002-02-28,SBH02,H,SBN02
9,2002-04-30,SBK02,K,SBV02
10,2002-06-28,SBN02,N,SBH03
11,2002-09-30,SBV02,V,SBK03
12,2003-02-28,SBH03,H,SBN03
13,2003-04-30,SBK03,K,SBV03
14,2003-06-30,SBN03,N,SBH04
15,2003-09-30,SBV03,V,SBK04
16,2004-02-27,SBH04,H,SBN04
17,2004-04-30,SBK04,K,SBV04
18,2004-06-30,SBN04,N,SBH05
19,2004-09-30,SBV04,V,SBK05
20,2005-02-28,SBH05,H,SBN05
21,2005-04-29,SBK05,K,SBV05
22,2005-06-30,SBN05,N,SBH06
23,2005-09-30,SBV05,V,SBK06
24,2006-02-28,SBH06,H,SBN06
25,2006-04-28,SBK06,K,SBV06
26,2006-06-30,SBN06,N,SBH07
27,2006-09-29,SBV06,V,SBK07
28,2007-02-28,SBH07,H,SBN07
29,2007-04-30,SBK07,K,SBV07
30,2007-06-29,SBN07,N,SBH08
31,2007-09-28,SBV07,V,SBK08
32,2008-02-29,SBH08,H,SBN08
33,2008-04-30,SBK08,K,SBV08
34,2008-06-30,SBN08,N,SBH09
35,2008-09-30,SBV08,V,SBK09
36,2009-02-27,SBH09,H,SBN09
37,2009-04-30,SBK09,K,SBV09
38,2009-06-30,SBN09,N,SBH10
39,2009-09-30,SBV09,V,SBK10
40,2010-02-26,SBH10,H,SBN10
41,2010-04-30,SBK10,K,SBV10
42,2010-06-30,SBN10,N,SBH11
43,2010-09-30,SBV10,V,SBK11
44,2011-02-28,SBH11,H,SBN11
45,2011-04-29,SBK11,K,SBV11
46,2011-06-30,SBN11,N,SBH12
47,2011-09-30,SBV11,V,SBK12
48,2012-02-29,SBH12,H,SBN12
49,2012-04-30,SBK12,K,SBV12
50,2012-06-29,SBN12,N,SBH13
51,2012-09-28,SBV12,V,SBK13
52,2013-02-28,SBH13,H,SBN13
53,2013-04-30,SBK13,K,SBV13
54,2013-06-28,SBN13,N,SBH14
55,2013-09-30,SBV13,V,SBK14
56,2014-02-28,SBH14,H,SBN14
57,2014-04-30,SBK14,K,SBV14
58,2014-06-30,SBN14,N,SBH15
59,2014-09-30,SBV14,V,SBK15
60,2015-02-27,SBH15,H,SBN15
61,2015-04-30,SBK15,K,SBV15
62,2015-06-30,SBN15,N,SBH16
63,2015-09-30,SBV15,V,SBK16
64,2016-02-29,SBH16,H,SBN16
65,2016-04-29,SBK16,K,SBV16
66,2016-06-30,SBN16,N,SBH17
67,2016-09-30,SBV16,V,SBK17
68,2017-02-28,SBH17,H,SBN17
69,2017-04-28,SBK17,K,SBV17
70,2017-06-30,SBN17,N,SBH18
71,2017-09-29,SBV17,V,SBK18
72,2018-02-28,SBH18,H,SBN18
73,2018-04-30,SBK18,K,SBV18
74,2018-06-29,SBN18,N,SBH19
75,2018-09-28,SBV18,V,SBK19
76,2019-02-28,SBH19,H,SBN19
77,2019-04-30,SBK19,K,SBV19
78,2019-06-28,SBN19,N,SBH20
79,2019-09-30,SBV19,V,SBK20
80,2020-02-28,SBH20,H,SBN20
81,2020-04-30,SBK20,K,SBV20
82,2020-06-30,SBN20,N,SBH21
83,2020-09-30,SBV20,V,SBK21
84,2021-02-26,SBH21,H,SBN21
85,2021-04-30,SBK21,K,SBV21
86,2021-06-30,SBN21,N,SBH22
87,2021-09-30,SBV21,V,SBK22
88,2022-02-28,SBH22,H,SBN22
89,2022-04-29,SBK22,K,SBV22
90,2022-06-30,SBN22,N,SBH23
91,2022-09-30,SBV22,V,SBK23
92,2023-02-28,SBH23,H,SBN23
93,2023-04-28,SBK23,K,SBV23
94,2023-06-30,SBN23,N,SBV23
