,Distance,std,cuml_pnl,sharp_ratio
0,1,192200.77745224023,-595.2981260647359,-0.08657613262846897
1,2,184130.08969304193,-983.6842105263158,-0.1353390966220862
2,5,176367.0947166819,-1087.901468498342,-0.15501757878315842
3,3,179722.24779290415,-1140.8641202254228,-0.16091496937721825
4,4,183169.25603613458,-1195.129500947568,-0.16394672692275308
