,Due,Future,Month
0,2000-02-15,CCH00,H
1,2000-04-14,CCK00,K
2,2000-06-19,CCN00,N
3,2000-08-18,CCU00,U
4,2000-11-16,CCZ00,Z
5,2001-02-14,CCH01,H
6,2001-04-17,CCK01,K
7,2001-06-18,CCN01,N
8,2001-08-20,CCU01,U
9,2001-11-15,CCZ01,Z
10,2002-02-14,CCH02,H
11,2002-04-17,CCK02,K
12,2002-06-17,CCN02,N
13,2002-08-19,CCU02,U
14,2002-11-14,CCZ02,Z
15,2003-02-14,CCH03,H
16,2003-04-16,CCK03,K
17,2003-06-17,CCN03,N
18,2003-08-18,CCU03,U
19,2003-11-13,CCZ03,Z
20,2004-02-13,CCH04,H
21,2004-04-19,CCK04,K
22,2004-06-17,CCN04,N
23,2004-08-18,CCU04,U
24,2004-11-15,CCZ04,Z
25,2005-02-14,CCH05,H
26,2005-04-18,CCK05,K
27,2005-06-17,CCN05,N
28,2005-08-18,CCU05,U
29,2005-11-15,CCZ05,Z
30,2006-02-14,CCH06,H
31,2006-04-17,CCK06,K
32,2006-06-19,CCN06,N
33,2006-08-18,CCU06,U
34,2006-11-15,CCZ06,Z
35,2007-02-14,CCH07,H
36,2007-04-17,CCK07,K
37,2007-06-18,CCN07,N
38,2007-08-20,CCU07,U
39,2007-11-15,CCZ07,Z
40,2008-02-15,CCH08,H
41,2008-04-17,CCK08,K
42,2008-06-17,CCN08,N
43,2008-08-18,CCU08,U
44,2008-11-14,CCZ08,Z
45,2009-02-13,CCH09,H
46,2009-04-17,CCK09,K
47,2009-06-17,CCN09,N
48,2009-08-18,CCU09,U
49,2009-11-16,CCZ09,Z
50,2010-02-12,CCH10,H
51,2010-04-19,CCK10,K
52,2010-06-17,CCN10,N
53,2010-08-18,CCU10,U
54,2010-11-16,CCZ10,Z
55,2011-02-14,CCH11,H
56,2011-04-15,CCK11,K
57,2011-06-17,CCN11,N
58,2011-08-18,CCU11,U
59,2011-11-16,CCZ11,Z
60,2012-02-15,CCH12,H
61,2012-04-17,CCK12,K
62,2012-06-18,CCN12,N
63,2012-08-20,CCU12,U
64,2012-11-16,CCZ12,Z
65,2013-02-14,CCH13,H
66,2013-04-17,CCK13,K
67,2013-06-17,CCN13,N
68,2013-08-19,CCU13,U
69,2013-11-15,CCZ13,Z
70,2014-02-14,CCH14,H
71,2014-04-16,CCK14,K
72,2014-06-17,CCN14,N
73,2014-08-18,CCU14,U
74,2014-11-14,CCZ14,Z
75,2015-02-13,CCH15,H
76,2015-04-17,CCK15,K
77,2015-06-17,CCN15,N
78,2015-08-18,CCU15,U
79,2015-11-16,CCZ15,Z
80,2016-02-16,CCH16,H
81,2016-04-18,CCK16,K
82,2016-06-17,CCN16,N
83,2016-08-18,CCU16,U
84,2016-11-16,CCZ16,Z
85,2017-02-14,CCH17,H
86,2017-04-17,CCK17,K
87,2017-06-19,CCN17,N
88,2017-08-18,CCU17,U
89,2017-11-16,CCZ17,Z
90,2018-02-14,CCH18,H
91,2018-04-17,CCK18,K
92,2018-06-18,CCN18,N
93,2018-08-20,CCU18,U
94,2018-11-16,CCZ18,Z
95,2019-02-14,CCH19,H
96,2019-04-16,CCK19,K
97,2019-06-17,CCN19,N
98,2019-08-19,CCU19,U
99,2019-11-15,CCZ19,Z
100,2020-02-14,CCH20,H
101,2020-04-17,CCK20,K
102,2020-06-17,CCN20,N
103,2020-08-18,CCU20,U
104,2020-11-16,CCZ20,Z
105,2021-02-12,CCH21,H
106,2021-04-19,CCK21,K
107,2021-06-17,CCN21,N
108,2021-08-18,CCU21,U
109,2021-11-16,CCZ21,Z
110,2022-02-22,CCH22,H
111,2022-04-25,CCK22,K
112,2022-06-24,CCN22,N
113,2022-08-25,CCU22,U
114,2022-11-23,CCZ22,Z
115,2023-02-22,CCH23,H
116,2023-04-24,CCK23,K
117,2023-06-26,CCN23,N
118,2023-08-25,CCU23,U
119,2023-10-30,CCZ23,Z
