,Date,FCF23,FCX23,FCH23,FCJ23,FCK23,FCQ23,FCU23,FCV23,PnL,PNL,IS_ROLLING,Day
0,2022-11-17,,,,,,,,,0,0.0,,
1,2022-11-18,4.000000000000057,3.6249999999999716,,,,,,,7.625000000000028,3812.500000000014,,
2,2022-11-21,13.250000000000028,-5.0,,,,,,,8.250000000000028,4125.000000000015,,
3,2022-11-22,8.500000000000085,-2.0000000000000284,,,,,,,6.500000000000057,3250.000000000028,,
4,2022-11-23,-3.6249999999999716,4.249999999999972,,,,,,,0.625,312.5,,
5,2022-11-24,-3.6249999999999716,4.249999999999972,,,,,,,0.625,312.5,,
6,2022-11-25,-8.374999999999915,4.249999999999972,,,,,,,-4.124999999999943,-2062.499999999972,,
7,2022-11-28,-15.499999999999972,9.375,,,,,,,-6.124999999999972,-3062.499999999986,,
8,2022-11-29,-9.874999999999972,11.25,,,,,,,1.3750000000000284,687.5000000000142,,
9,2022-11-30,2.5,2.3749999999999716,,,,,,,4.874999999999972,2437.499999999986,,
10,2022-12-01,5.499999999999972,1.7499999999999716,,,,,,,7.249999999999943,3624.999999999972,,
11,2022-12-02,12.374999999999972,-3.5000000000000853,,,,,,,8.874999999999886,4437.499999999944,,
12,2022-12-05,19.000000000000057,-8.250000000000028,,,,,,,10.750000000000028,5375.000000000015,,
13,2022-12-06,9.125000000000085,2.9999999999999716,,,,,,,12.125000000000057,6062.500000000028,,
14,2022-12-07,4.625000000000057,4.749999999999943,,,,,,,9.375,4687.5,,
15,2022-12-08,17.5,-2.125000000000057,,,,,,,15.374999999999943,7687.499999999972,,
16,2022-12-09,19.750000000000085,-3.2500000000000284,,,,,,,16.500000000000057,8250.00000000003,,
17,2022-12-12,18.375000000000057,-3.2500000000000284,,,,,,,15.125000000000028,7562.500000000015,,
18,2022-12-13,21.25,-4.249999999999972,,,,,,,17.00000000000003,8500.000000000015,,
19,2022-12-14,18.125,-2.2500000000000853,,,,,,,15.874999999999915,7937.499999999957,,
20,2022-12-15,15.375000000000085,-1.3750000000000284,,,,,,,14.000000000000057,7000.000000000028,,
21,2022-12-16,19.000000000000057,-2.0000000000000284,,,,,,,17.00000000000003,8500.000000000015,,
22,2022-12-19,10.625,-4.125000000000085,,,,,,,6.499999999999915,3249.9999999999573,,
23,2022-12-20,18.25000000000003,-8.250000000000028,,,,,,,10.0,5000.0,,
24,2022-12-21,19.24999999999997,-10.250000000000057,,,,,,,8.999999999999915,4499.999999999957,,
25,2022-12-22,20.0,-11.25,,,,,,,8.75,4375.0,,
26,2022-12-23,20.12500000000003,-9.750000000000085,,,,,,,10.374999999999943,5187.499999999972,,
27,2022-12-26,20.12500000000003,-9.750000000000085,,,,,,,10.374999999999943,5187.499999999972,,
28,2022-12-27,15.625,-8.250000000000028,,,,,,,7.374999999999972,3687.499999999986,,
29,2022-12-28,17.5,-12.250000000000085,,,,,,,5.249999999999915,2624.9999999999573,,
30,2022-12-29,19.125000000000085,-14.375,,,,,,,4.750000000000085,2375.0000000000427,,
31,2022-12-30,18.62499999999997,-14.500000000000028,,,,,,,4.124999999999943,2062.499999999972,,
32,2023-01-02,18.62499999999997,-14.500000000000028,,,,,,,4.124999999999943,2062.499999999972,,
33,2023-01-03,13.624999999999972,-14.125000000000085,,,,,,,-0.5000000000001137,-250.00000000005684,,
34,2023-01-04,26.25,-20.250000000000057,,,,,,,5.999999999999943,2999.999999999972,,
35,2023-01-05,19.125000000000085,-17.00000000000003,,,,,,,2.125000000000057,1062.5000000000284,,
36,2023-01-06,13.624999999999972,-18.125,,,,,,,-4.500000000000028,-2250.000000000014,,
37,2023-01-09,18.25000000000003,-20.49999999999997,,,,,,,-2.249999999999943,-1124.9999999999716,True,1.0
38,2023-01-09,18.25000000000003,-20.49999999999997,,,,,,,-2.249999999999943,-1124.9999999999716,True,1.0
39,2023-01-10,20.950000000000074,-20.400000000000063,0.19999999999998863,,,,,,0.75,375.0,True,2.0
40,2023-01-10,20.950000000000074,-20.400000000000063,0.19999999999998863,,,,,,0.75,375.0,True,2.0
41,2023-01-11,17.42500000000004,-19.12500000000003,-1.6999999999999886,,,,,,-3.3999999999999773,-1699.9999999999886,True,3.0
42,2023-01-11,17.42500000000004,-19.12500000000003,-1.6999999999999886,,,,,,-3.3999999999999773,-1699.9999999999886,True,3.0
43,2023-01-12,15.42500000000004,-19.525000000000006,-5.525000000000006,,,,,,-9.624999999999972,-4812.499999999985,True,4.0
44,2023-01-12,15.42500000000004,-19.525000000000006,-5.525000000000006,,,,,,-9.624999999999972,-4812.499999999985,True,4.0
45,2023-01-13,14.55000000000004,-19.50000000000003,-11.125000000000028,,,,,,-16.075000000000017,-8037.500000000008,True,5.0
46,2023-01-13,14.55000000000004,-19.50000000000003,-11.125000000000028,,,,,,-16.075000000000017,-8037.500000000008,True,5.0
47,2023-01-16,,-19.50000000000003,-11.125000000000028,,,,,,-30.625000000000057,-15312.50000000003,,
48,2023-01-17,,-15.999999999999943,-18.99999999999997,,,,,,-34.999999999999915,-17499.999999999956,,
49,2023-01-18,,-21.624999999999943,-16.875000000000057,,,,,,-38.5,-19250.0,,
50,2023-01-19,,-23.374999999999915,-25.000000000000057,,,,,,-48.37499999999997,-24187.499999999985,,
51,2023-01-20,,-30.49999999999997,-20.625000000000057,,,,,,-51.12500000000003,-25562.500000000015,,
52,2023-01-23,,-35.874999999999915,-9.125,,,,,,-44.999999999999915,-22499.999999999956,,
53,2023-01-24,,-35.625,-7.500000000000057,,,,,,-43.12500000000006,-21562.50000000003,,
54,2023-01-25,,-35.37499999999994,-6.750000000000028,,,,,,-42.12499999999997,-21062.499999999985,,
55,2023-01-26,,-29.375,-11.250000000000057,,,,,,-40.62500000000006,-20312.50000000003,,
56,2023-01-27,,-28.62499999999997,-8.125000000000057,,,,,,-36.75000000000003,-18375.000000000015,,
57,2023-01-30,,-33.25000000000003,-5.874999999999972,,,,,,-39.125,-19562.5,,
58,2023-01-31,,-39.24999999999997,5.25,,,,,,-33.99999999999997,-16999.999999999985,,
59,2023-02-01,,-32.00000000000003,-9.250000000000028,,,,,,-41.25000000000006,-20625.00000000003,,
60,2023-02-02,,-42.24999999999994,4.125000000000028,,,,,,-38.124999999999915,-19062.499999999956,,
61,2023-02-03,,-44.12499999999994,4.999999999999943,,,,,,-39.125,-19562.5,,
62,2023-02-06,,-51.12499999999997,12.999999999999915,,,,,,-38.12500000000006,-19062.50000000003,,
63,2023-02-07,,-48.25000000000003,10.499999999999915,,,,,,-37.750000000000114,-18875.00000000006,,
64,2023-02-08,,-44.50000000000003,6.749999999999915,,,,,,-37.750000000000114,-18875.00000000006,,
65,2023-02-09,,-46.62499999999994,8.624999999999915,,,,,,-38.00000000000003,-19000.000000000015,,
66,2023-02-10,,-44.12499999999994,6.5,,,,,,-37.62499999999994,-18812.49999999997,,
67,2023-02-13,,-47.124999999999915,10.499999999999915,,,,,,-36.625,-18312.5,,
68,2023-02-14,,-46.12499999999997,7.75,,,,,,-38.37499999999997,-19187.499999999985,,
69,2023-02-15,,-49.12499999999994,11.124999999999915,,,,,,-38.00000000000003,-19000.000000000015,,
70,2023-02-16,,-45.37499999999994,5.624999999999943,,,,,,-39.75,-19875.0,,
71,2023-02-17,,-45.49999999999997,7.125,,,,,,-38.37499999999997,-19187.499999999985,,
72,2023-02-20,,-45.49999999999997,7.125,,,,,,-38.37499999999997,-19187.499999999985,,
73,2023-02-21,,-49.74999999999994,8.874999999999972,,,,,,-40.87499999999997,-20437.499999999985,,
74,2023-02-22,,-52.37499999999997,14.374999999999943,,,,,,-38.00000000000003,-19000.000000000015,,
75,2023-02-23,,-58.999999999999915,20.624999999999943,,,,,,-38.37499999999997,-19187.499999999985,,
76,2023-02-24,,-59.12499999999994,19.874999999999915,,,,,,-39.25000000000003,-19625.000000000015,,
77,2023-02-27,,-63.49999999999994,20.37500000000003,,,,,,-43.124999999999915,-21562.499999999956,,
78,2023-02-28,,-67.00000000000003,23.50000000000003,,,,,,-43.5,-21750.0,,
79,2023-03-01,,-65.75000000000003,16.00000000000003,,,,,,-49.75,-24875.0,,
80,2023-03-02,,-66.62499999999994,17.374999999999915,,,,,,-49.25000000000003,-24625.000000000015,,
81,2023-03-03,,-74.375,24.49999999999997,,,,,,-49.87500000000003,-24937.500000000015,,
82,2023-03-06,,-83.62499999999997,34.874999999999915,,,,,,-48.75000000000006,-24375.00000000003,,
83,2023-03-07,,-87.87499999999994,35.12499999999997,,,,,,-52.74999999999997,-26374.999999999985,,
84,2023-03-08,,-97.87499999999994,43.24999999999997,,,,,,-54.62499999999997,-27312.499999999985,True,1.0
85,2023-03-08,,-97.87499999999994,43.24999999999997,,,,,,-54.62499999999997,-27312.499999999985,True,1.0
86,2023-03-09,,-94.27499999999992,40.549999999999926,-0.924999999999983,,,,,-54.64999999999998,-27324.99999999999,True,2.0
87,2023-03-09,,-94.27499999999992,40.549999999999926,-0.924999999999983,,,,,-54.64999999999998,-27324.99999999999,True,2.0
88,2023-03-10,,-89.02499999999992,35.74999999999994,-3.924999999999983,,,,,-57.19999999999996,-28599.99999999998,True,3.0
89,2023-03-10,,-89.02499999999992,35.74999999999994,-3.924999999999983,,,,,-57.19999999999996,-28599.99999999998,True,3.0
90,2023-03-13,,-88.22499999999997,34.44999999999993,-5.650000000000034,,,,,-59.42500000000007,-29712.500000000033,True,4.0
91,2023-03-13,,-88.22499999999997,34.44999999999993,-5.650000000000034,,,,,-59.42500000000007,-29712.500000000033,True,4.0
92,2023-03-14,,-87.89999999999995,33.549999999999955,-10.949999999999989,,,,,-65.29999999999998,-32649.999999999993,True,5.0
93,2023-03-14,,-87.89999999999995,33.549999999999955,-10.949999999999989,,,,,-65.29999999999998,-32649.999999999993,True,5.0
94,2023-03-15,,-87.89999999999995,,-23.44999999999999,,,,,-111.34999999999994,-55674.99999999997,,
95,2023-03-16,,-96.27499999999986,,-13.94999999999996,,,,,-110.22499999999982,-55112.49999999991,,
96,2023-03-17,,-97.89999999999995,,-16.44999999999996,,,,,-114.34999999999991,-57174.999999999956,,
97,2023-03-20,,-98.52499999999995,,-16.57499999999999,,,,,-115.09999999999994,-57549.99999999997,,
98,2023-03-21,,-97.89999999999995,,-16.200000000000045,,,,,-114.1,-57050.0,,
99,2023-03-22,,-97.02499999999989,,-17.82499999999999,,,,,-114.84999999999988,-57424.99999999994,,
100,2023-03-23,,-95.27499999999992,,-14.699999999999989,,,,,-109.97499999999991,-54987.499999999956,,
101,2023-03-24,,-91.02499999999995,,-15.699999999999932,,,,,-106.72499999999988,-53362.49999999994,,
102,2023-03-27,,-103.14999999999986,,-1.5749999999999886,,,,,-104.72499999999985,-52362.49999999993,,
103,2023-03-28,,-102.52499999999986,,-3.575000000000017,,,,,-106.09999999999988,-53049.99999999994,,
104,2023-03-29,,-109.14999999999995,,1.2999999999999545,,,,,-107.85,-53925.0,,
105,2023-03-30,,-117.14999999999992,,9.80000000000004,,,,,-107.34999999999988,-53674.99999999994,,
106,2023-03-31,,-121.14999999999984,,14.424999999999955,,,,,-106.72499999999988,-53362.49999999994,,
107,2023-04-03,,-120.14999999999989,,5.0499999999999545,,,,,-115.09999999999994,-57549.99999999997,,
108,2023-04-04,,-119.27499999999984,,0.049999999999954525,,,,,-119.22499999999988,-59612.49999999994,,
109,2023-04-05,,-116.39999999999989,,-0.5750000000000455,,,,,-116.97499999999994,-58487.49999999997,,
110,2023-04-06,,-130.52499999999984,,13.425000000000011,,,,,-117.09999999999982,-58549.99999999991,,
111,2023-04-07,,-130.52499999999984,,13.425000000000011,,,,,-117.09999999999982,-58549.99999999991,,
112,2023-04-10,,-134.89999999999984,,14.925000000000068,,,,,-119.97499999999977,-59987.49999999988,True,1.0
113,2023-04-10,,-134.89999999999984,,14.925000000000068,,,,,-119.97499999999977,-59987.49999999988,True,1.0
114,2023-04-11,,-142.89999999999984,,19.625,2.1999999999999886,,,,-121.07499999999985,-60537.49999999992,True,2.0
115,2023-04-11,,-142.89999999999984,,19.625,2.1999999999999886,,,,-121.07499999999985,-60537.49999999992,True,2.0
116,2023-04-12,,-147.6249999999999,,20.0,3.6999999999999886,,,,-123.9249999999999,-61962.49999999995,True,3.0
117,2023-04-12,,-147.6249999999999,,20.0,3.6999999999999886,,,,-123.9249999999999,-61962.49999999995,True,3.0
118,2023-04-13,,-147.07499999999987,,20.900000000000034,1.3750000000000568,,,,-124.79999999999978,-62399.99999999989,True,4.0
119,2023-04-13,,-147.07499999999987,,20.900000000000034,1.3750000000000568,,,,-124.79999999999978,-62399.99999999989,True,4.0
