,Due,Future,Month,Pair
0,1999-12-30,S F00,F,S K00
1,2000-02-29,S H00,H,S N00
2,2000-04-28,S K00,K,S X00
3,2000-06-30,S N00,N,S F01
4,2000-10-31,S X00,X,S H01
5,2000-12-29,S F01,F,S K01
6,2001-02-28,S H01,H,S N01
7,2001-04-30,S K01,K,S X01
8,2001-06-29,S N01,N,S F02
9,2001-10-31,S X01,X,S H02
10,2001-12-31,S F02,F,S K02
11,2002-02-28,S H02,H,S N02
12,2002-04-30,S K02,K,S X02
13,2002-06-28,S N02,N,S F03
14,2002-10-31,S X02,X,S H03
15,2002-12-31,S F03,F,S K03
16,2003-02-28,S H03,H,S N03
17,2003-04-30,S K03,K,S X03
18,2003-06-30,S N03,N,S F04
19,2003-10-31,S X03,X,S H04
20,2003-12-31,S F04,F,S K04
21,2004-02-27,S H04,H,S N04
22,2004-04-30,S K04,K,S X04
23,2004-06-30,S N04,N,S F05
24,2004-10-29,S X04,X,S H05
25,2004-12-30,S F05,F,S K05
26,2005-02-28,S H05,H,S N05
27,2005-04-29,S K05,K,S X05
28,2005-06-30,S N05,N,S F06
29,2005-10-31,S X05,X,S H06
30,2005-12-29,S F06,F,S K06
31,2006-02-28,S H06,H,S N06
32,2006-04-28,S K06,K,S X06
33,2006-06-30,S N06,N,S F07
34,2006-10-31,S X06,X,S H07
35,2006-12-29,S F07,F,S K07
36,2007-02-28,S H07,H,S N07
37,2007-04-30,S K07,K,S X07
38,2007-06-29,S N07,N,S F08
39,2007-10-31,S X07,X,S H08
40,2007-12-31,S F08,F,S K08
41,2008-02-29,S H08,H,S N08
42,2008-04-30,S K08,K,S X08
43,2008-06-30,S N08,N,S F09
44,2008-10-31,S X08,X,S H09
45,2008-12-31,S F09,F,S K09
46,2009-02-27,S H09,H,S N09
47,2009-04-30,S K09,K,S X09
48,2009-06-30,S N09,N,S F10
49,2009-10-30,S X09,X,S H10
50,2009-12-31,S F10,F,S K10
51,2010-02-26,S H10,H,S N10
52,2010-04-30,S K10,K,S X10
53,2010-06-30,S N10,N,S F11
54,2010-10-29,S X10,X,S H11
55,2010-12-31,S F11,F,S K11
56,2011-02-28,S H11,H,S N11
57,2011-04-29,S K11,K,S X11
58,2011-06-30,S N11,N,S F12
59,2011-10-31,S X11,X,S H12
60,2011-12-30,S F12,F,S K12
61,2012-02-29,S H12,H,S N12
62,2012-04-30,S K12,K,S X12
63,2012-06-29,S N12,N,S F13
64,2012-10-31,S X12,X,S H13
65,2012-12-31,S F13,F,S K13
66,2013-02-28,S H13,H,S N13
67,2013-04-30,S K13,K,S X13
68,2013-06-28,S N13,N,S F14
69,2013-10-31,S X13,X,S H14
70,2013-12-31,S F14,F,S K14
71,2014-02-28,S H14,H,S N14
72,2014-04-30,S K14,K,S X14
73,2014-06-30,S N14,N,S F15
74,2014-10-31,S X14,X,S H15
75,2014-12-31,S F15,F,S K15
76,2015-02-27,S H15,H,S N15
77,2015-04-30,S K15,K,S X15
78,2015-06-30,S N15,N,S F16
79,2015-10-30,S X15,X,S H16
80,2015-12-31,S F16,F,S K16
81,2016-02-29,S H16,H,S N16
82,2016-04-29,S K16,K,S X16
83,2016-06-30,S N16,N,S F17
84,2016-10-31,S X16,X,S H17
85,2016-12-30,S F17,F,S K17
86,2017-02-28,S H17,H,S N17
87,2017-04-28,S K17,K,S X17
88,2017-06-30,S N17,N,S F18
89,2017-10-31,S X17,X,S H18
90,2017-12-29,S F18,F,S K18
91,2018-02-28,S H18,H,S N18
92,2018-04-30,S K18,K,S X18
93,2018-06-29,S N18,N,S F19
94,2018-10-31,S X18,X,S H19
95,2018-12-31,S F19,F,S K19
96,2019-02-28,S H19,H,S N19
97,2019-04-30,S K19,K,S X19
98,2019-06-28,S N19,N,S F20
99,2019-10-31,S X19,X,S H20
100,2019-12-31,S F20,F,S K20
101,2020-02-28,S H20,H,S N20
102,2020-04-30,S K20,K,S X20
103,2020-06-30,S N20,N,S F21
104,2020-10-30,S X20,X,S H21
105,2020-12-31,S F21,F,S K21
106,2021-02-26,S H21,H,S N21
107,2021-04-30,S K21,K,S X21
108,2021-06-30,S N21,N,S F22
109,2021-10-29,S X21,X,S H22
110,2021-12-31,S F22,F,S K22
111,2022-02-28,S H22,H,S N22
112,2022-04-29,S K22,K,S X22
113,2022-06-30,S N22,N,S F23
114,2022-10-31,S X22,X,S H23
115,2022-12-30,S F23,F,S K23
116,2023-02-28,S H23,H,S N23
117,2023-04-28,S K23,K,S X23
118,2023-06-30,S N23,N,S X23
