	Date	Price	Quantity	long_short	IS_ROLLING	Day	Pnl	cum_PnL
0	1998-09-21	17.6	5	short				
1	1998-09-22	17.72	5	short			-0.5999999999999872	-0.5999999999999872
2	1998-09-23	17.65	5	short			0.3500000000000014	-0.2499999999999858
3	1998-09-24	17.82	5	short			-0.8500000000000085	-1.0999999999999943
4	1998-09-25	17.62	5	short			0.9999999999999964	-0.09999999999999787
5	1998-09-28	17.54	5	short			0.40000000000000924	0.30000000000001137
6	1998-09-29	17.67	5	short			-0.6500000000000128	-0.3500000000000014
7	1998-09-30	17.75	5	short			-0.3999999999999915	-0.7499999999999929
8	1998-10-01	17.42	5	short			1.6499999999999915	0.8999999999999986
9	1998-10-02	17.58	5	short			-0.799999999999983	0.10000000000001563
10	1998-10-05	17.5	5	short			0.3999999999999915	0.5000000000000071
11	1998-10-06	17.55	5	short			-0.25000000000000355	0.25000000000000355
12	1998-10-07	17.35	5	short			0.9999999999999964	1.25
13	1998-10-08	17.06	5	short			1.4500000000000135	2.7000000000000135
14	1998-10-09	17.21	5	short			-0.7500000000000107	1.9500000000000028
15	1998-10-12	17.09	5	short			0.600000000000005	2.550000000000008
16	1998-10-13	16.96	5	short			0.649999999999995	3.200000000000003
17	1998-10-14	16.98	5	short			-0.09999999999999787	3.100000000000005
18	1998-10-15	17.08	5	short			-0.49999999999998934	2.6000000000000156
19	1998-10-16	17.14	5	short			-0.30000000000001137	2.3000000000000043
20	1998-10-19	16.57	5	short			2.8500000000000014	5.150000000000006
21	1998-10-20	16.75	5	short			-0.8999999999999986	4.250000000000007
22	1998-10-21	17.04	5	short			-1.4499999999999957	2.8000000000000114
23	1998-10-22	16.98	5	short			0.2999999999999936	3.100000000000005
24	1998-10-23	17.02	5	short			-0.19999999999999574	2.9000000000000092
25	1998-10-26	16.99	5	short			0.15000000000000568	3.050000000000015
26	1998-10-27	16.89	5	short			0.49999999999998934	3.5500000000000043
27	1998-10-28	17.14	5	short			-1.25	2.3000000000000043
28	1998-10-29	17.09	5	short			0.25000000000000355	2.550000000000008
29	1998-10-30	17.27	5	short			-0.8999999999999986	1.6500000000000092
30	1998-11-02	17.02	5	short			1.25	2.9000000000000092
31	1998-11-03	16.98	5	short			0.19999999999999574	3.100000000000005
32	1998-11-04	16.92	5	short			0.2999999999999936	3.3999999999999986
