,Date,Value,Payload,Daily_Gain,Missing_Price,No_Tradable_Day,Change (%),Cum_Gain
0,1999-01-18,-223.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",,False,False,,
1,1999-01-19,-223.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,0.0
2,1999-01-20,-223.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,0.0
3,1999-01-21,-223.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,0.0
4,1999-01-22,-223.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,0.0
5,1999-01-25,-230.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-31.25,False,False,-inf,-31.25
6,1999-01-26,-230.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,-31.25
7,1999-01-27,-230.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,-31.25
8,1999-01-28,-217.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",62.5,False,False,inf,31.25
9,1999-01-29,-217.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,31.25
10,1999-02-01,-217.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,31.25
11,1999-02-02,-220.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-12.5,False,False,-inf,18.75
12,1999-02-03,-210.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",50.0,False,False,-5.0,68.75
13,1999-02-04,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",81.25,False,False,0.625,150.0
14,1999-02-05,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,150.0
15,1999-02-08,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,150.0
16,1999-02-09,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,150.0
17,1999-02-10,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,150.0
18,1999-02-11,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,150.0
19,1999-02-12,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,150.0
20,1999-02-15,-193.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,150.0
21,1999-02-16,-161.25,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",162.5,False,False,inf,312.5
22,1999-02-17,-150.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",56.25,False,False,-0.6538461538461539,368.75
23,1999-02-18,-120.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",150.0,False,False,1.6666666666666665,518.75
24,1999-02-19,-117.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",12.5,False,False,-0.9166666666666666,531.25
25,1999-02-22,-117.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,531.25
26,1999-02-23,-92.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",125.0,False,False,inf,656.25
27,1999-02-24,-92.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,656.25
28,1999-02-25,-80.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",62.5,False,False,inf,718.75
29,1999-02-26,-65.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",75.0,False,False,0.19999999999999996,793.75
30,1999-03-01,-65.0,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,793.75
31,1999-03-02,-62.5,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",12.5,False,False,inf,806.25
32,1999-03-03,-78.75,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-81.25,False,False,-7.5,725.0
33,1999-03-04,-76.25,"{'long_future': 'LXF00', 'short_future': 'LXF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",12.5,False,False,-1.1538461538461537,737.5
