,Distance,std,cuml_pnl,sharp_ratio
0,8,15702.923279683078,86.58882729211085,0.14367515906538475
1,9,16053.175098866473,74.17939856510455,0.12012389998388313
2,11,16872.742131605308,71.38723756906076,0.10939952650271313
3,12,15876.443529198643,65.96035071527456,0.10717891553423288
4,7,15308.897223081596,55.00838297872335,0.09382321790196677
5,6,15440.621127902032,42.702789353612154,0.0721583666078455
6,10,16296.024182504752,17.065520195838413,0.027161226262488725
7,4,15604.61170312813,1.1861081492764347,0.001980183844869713
8,2,15814.795996974992,-5.507093821510297,-0.009057973307237125
9,5,15393.976470754229,-8.224328767123342,-0.013928824719679198
10,1,15040.749956005957,-11.794736842105262,-0.024832538343665292
11,3,15749.621676360497,-15.45228658536589,-0.025540296031603148
