,Due,Future,Month,Pair
0,1999-12-30,SMF00,F,SMF01
1,2000-02-29,SMH00,H,SMH01
2,2000-04-28,SMK00,K,SMK01
3,2000-06-30,SMN00,N,SMN01
4,2000-11-30,SMZ00,Z,SMZ01
5,2000-12-29,SMF01,F,SMF02
6,2001-02-28,SMH01,H,SMH02
7,2001-04-30,SMK01,K,SMK02
8,2001-06-29,SMN01,N,SMN02
9,2001-11-30,SMZ01,Z,SMZ02
10,2001-12-31,SMF02,F,SMF03
11,2002-02-28,SMH02,H,SMH03
12,2002-04-30,SMK02,K,SMK03
13,2002-06-28,SMN02,N,SMN03
14,2002-11-29,SMZ02,Z,SMZ03
15,2002-12-31,SMF03,F,SMF04
16,2003-02-28,SMH03,H,SMH04
17,2003-04-30,SMK03,K,SMK04
18,2003-06-30,SMN03,N,SMN04
19,2003-11-28,SMZ03,Z,SMZ04
20,2003-12-31,SMF04,F,SMF05
21,2004-02-27,SMH04,H,SMH05
22,2004-04-30,SMK04,K,SMK05
23,2004-06-30,SMN04,N,SMN05
24,2004-11-30,SMZ04,Z,SMZ05
25,2004-12-30,SMF05,F,SMF06
26,2005-02-28,SMH05,H,SMH06
27,2005-04-29,SMK05,K,SMK06
28,2005-06-30,SMN05,N,SMN06
29,2005-11-30,SMZ05,Z,SMZ06
30,2005-12-30,SMF06,F,SMF07
31,2006-02-28,SMH06,H,SMH07
32,2006-04-28,SMK06,K,SMK07
33,2006-06-30,SMN06,N,SMN07
34,2006-11-30,SMZ06,Z,SMZ07
35,2006-12-29,SMF07,F,SMF08
36,2007-02-28,SMH07,H,SMH08
37,2007-04-30,SMK07,K,SMK08
38,2007-06-29,SMN07,N,SMN08
39,2007-11-30,SMZ07,Z,SMZ08
40,2007-12-31,SMF08,F,SMF09
41,2008-02-29,SMH08,H,SMH09
42,2008-04-30,SMK08,K,SMK09
43,2008-06-30,SMN08,N,SMN09
44,2008-11-28,SMZ08,Z,SMZ09
45,2008-12-31,SMF09,F,SMF10
46,2009-02-27,SMH09,H,SMH10
47,2009-04-30,SMK09,K,SMK10
48,2009-06-30,SMN09,N,SMN10
49,2009-11-30,SMZ09,Z,SMZ10
50,2009-12-31,SMF10,F,SMF11
51,2010-02-26,SMH10,H,SMH11
52,2010-04-30,SMK10,K,SMK11
53,2010-06-30,SMN10,N,SMN11
54,2010-11-30,SMZ10,Z,SMZ11
55,2010-12-31,SMF11,F,SMF12
56,2011-02-28,SMH11,H,SMH12
57,2011-04-29,SMK11,K,SMK12
58,2011-06-30,SMN11,N,SMN12
59,2011-11-30,SMZ11,Z,SMZ12
60,2011-12-30,SMF12,F,SMF13
61,2012-02-29,SMH12,H,SMH13
62,2012-04-30,SMK12,K,SMK13
63,2012-06-29,SMN12,N,SMN13
64,2012-11-30,SMZ12,Z,SMZ13
65,2012-12-31,SMF13,F,SMF14
66,2013-02-28,SMH13,H,SMH14
67,2013-04-30,SMK13,K,SMK14
68,2013-06-28,SMN13,N,SMN14
69,2013-11-29,SMZ13,Z,SMZ14
70,2013-12-31,SMF14,F,SMF15
71,2014-02-28,SMH14,H,SMH15
72,2014-04-30,SMK14,K,SMK15
73,2014-06-30,SMN14,N,SMN15
74,2014-11-28,SMZ14,Z,SMZ15
75,2014-12-31,SMF15,F,SMF16
76,2015-02-27,SMH15,H,SMH16
77,2015-04-30,SMK15,K,SMK16
78,2015-06-30,SMN15,N,SMN16
79,2015-11-30,SMZ15,Z,SMZ16
80,2015-12-31,SMF16,F,SMF17
81,2016-02-29,SMH16,H,SMH17
82,2016-04-29,SMK16,K,SMK17
83,2016-06-30,SMN16,N,SMN17
84,2016-11-30,SMZ16,Z,SMZ17
85,2016-12-30,SMF17,F,SMF18
86,2017-02-28,SMH17,H,SMH18
87,2017-04-28,SMK17,K,SMK18
88,2017-06-30,SMN17,N,SMN18
89,2017-11-30,SMZ17,Z,SMZ18
90,2017-12-29,SMF18,F,SMF19
91,2018-02-28,SMH18,H,SMH19
92,2018-04-30,SMK18,K,SMK19
93,2018-06-29,SMN18,N,SMN19
94,2018-11-30,SMZ18,Z,SMZ19
95,2018-12-31,SMF19,F,SMF20
96,2019-02-28,SMH19,H,SMH20
97,2019-04-30,SMK19,K,SMK20
98,2019-06-28,SMN19,N,SMN20
99,2019-11-29,SMZ19,Z,SMZ20
100,2019-12-31,SMF20,F,SMF21
101,2020-02-28,SMH20,H,SMH21
102,2020-04-30,SMK20,K,SMK21
103,2020-06-30,SMN20,N,SMN21
104,2020-11-30,SMZ20,Z,SMZ21
105,2020-12-31,SMF21,F,SMF22
106,2021-02-26,SMH21,H,SMH22
107,2021-04-30,SMK21,K,SMK22
108,2021-06-30,SMN21,N,SMN22
109,2021-11-30,SMZ21,Z,SMZ22
110,2021-12-31,SMF22,F,SMF23
111,2022-02-28,SMH22,H,SMH23
112,2022-04-29,SMK22,K,SMK23
113,2022-06-30,SMN22,N,SMN23
114,2022-11-30,SMZ22,Z,SMZ23
115,2022-12-30,SMF23,F,SMZ23
116,2023-02-28,SMH23,H,SMZ23
117,2023-04-28,SMK23,K,SMZ23
118,2023-06-30,SMN23,N,SMZ23
