,Distance,std,cuml_pnl,sharp_ratio
0,4,208552.32827265825,-867.3325324059438,-0.10439969757390848
1,1,213398.44698792623,-817.7536878216122,-0.10638502913418325
2,3,195474.96637452889,-875.3262961233081,-0.11413430790546059
3,2,209606.51154267797,-1206.4222531293465,-0.14779693518105388
