,Due,Future,Month,Pair
0,2000-02-29,SIH00,H,SIZ00
1,2000-04-28,SIK00,K,SIH01
2,2000-06-30,SIN00,N,SIK01
3,2000-08-31,SIU00,U,SIN01
4,2000-11-30,SIZ00,Z,SIU01
5,2001-02-28,SIH01,H,SIZ01
6,2001-04-30,SIK01,K,SIH02
7,2001-06-29,SIN01,N,SIK02
8,2001-08-31,SIU01,U,SIN02
9,2001-11-30,SIZ01,Z,SIU02
10,2002-02-28,SIH02,H,SIZ02
11,2002-04-30,SIK02,K,SIH03
12,2002-06-28,SIN02,N,SIK03
13,2002-08-30,SIU02,U,SIN03
14,2002-11-27,SIZ02,Z,SIU03
15,2003-02-28,SIH03,H,SIZ03
16,2003-04-30,SIK03,K,SIH04
17,2003-06-30,SIN03,N,SIK04
18,2003-08-29,SIU03,U,SIN04
19,2003-11-26,SIZ03,Z,SIU04
20,2004-02-27,SIH04,H,SIZ04
21,2004-04-30,SIK04,K,SIH05
22,2004-06-30,SIN04,N,SIK05
23,2004-08-31,SIU04,U,SIN05
24,2004-11-30,SIZ04,Z,SIU05
25,2005-02-28,SIH05,H,SIZ05
26,2005-04-29,SIK05,K,SIH06
27,2005-06-30,SIN05,N,SIK06
28,2005-08-31,SIU05,U,SIN06
29,2005-11-30,SIZ05,Z,SIU06
30,2006-02-28,SIH06,H,SIZ06
31,2006-04-28,SIK06,K,SIH07
32,2006-06-30,SIN06,N,SIK07
33,2006-08-31,SIU06,U,SIN07
34,2006-11-30,SIZ06,Z,SIU07
35,2007-02-28,SIH07,H,SIZ07
36,2007-04-30,SIK07,K,SIH08
37,2007-06-29,SIN07,N,SIK08
38,2007-08-31,SIU07,U,SIN08
39,2007-11-30,SIZ07,Z,SIU08
40,2008-02-29,SIH08,H,SIZ08
41,2008-04-30,SIK08,K,SIH09
42,2008-06-30,SIN08,N,SIK09
43,2008-08-29,SIU08,U,SIN09
44,2008-11-28,SIZ08,Z,SIU09
45,2009-02-27,SIH09,H,SIZ09
46,2009-04-30,SIK09,K,SIH10
47,2009-06-30,SIN09,N,SIK10
48,2009-08-31,SIU09,U,SIN10
49,2009-11-30,SIZ09,Z,SIU10
50,2010-02-26,SIH10,H,SIZ10
51,2010-04-30,SIK10,K,SIH11
52,2010-06-30,SIN10,N,SIK11
53,2010-08-31,SIU10,U,SIN11
54,2010-11-30,SIZ10,Z,SIU11
55,2011-02-28,SIH11,H,SIZ11
56,2011-04-29,SIK11,K,SIH12
57,2011-06-30,SIN11,N,SIK12
58,2011-08-31,SIU11,U,SIN12
59,2011-11-30,SIZ11,Z,SIU12
60,2012-02-29,SIH12,H,SIZ12
61,2012-04-30,SIK12,K,SIH13
62,2012-06-29,SIN12,N,SIK13
63,2012-08-31,SIU12,U,SIN13
64,2012-11-30,SIZ12,Z,SIU13
65,2013-02-28,SIH13,H,SIZ13
66,2013-04-30,SIK13,K,SIH14
67,2013-06-28,SIN13,N,SIK14
68,2013-08-30,SIU13,U,SIN14
69,2013-11-29,SIZ13,Z,SIU14
70,2014-02-28,SIH14,H,SIZ14
71,2014-04-30,SIK14,K,SIH15
72,2014-06-30,SIN14,N,SIK15
73,2014-08-29,SIU14,U,SIN15
74,2014-11-28,SIZ14,Z,SIU15
75,2015-02-27,SIH15,H,SIZ15
76,2015-04-30,SIK15,K,SIH16
77,2015-06-30,SIN15,N,SIK16
78,2015-08-31,SIU15,U,SIN16
79,2015-11-30,SIZ15,Z,SIU16
80,2016-02-29,SIH16,H,SIZ16
81,2016-04-29,SIK16,K,SIH17
82,2016-06-30,SIN16,N,SIK17
83,2016-08-31,SIU16,U,SIN17
84,2016-11-30,SIZ16,Z,SIU17
85,2017-02-28,SIH17,H,SIZ17
86,2017-04-28,SIK17,K,SIH18
87,2017-06-30,SIN17,N,SIK18
88,2017-08-31,SIU17,U,SIN18
89,2017-11-30,SIZ17,Z,SIU18
90,2018-02-28,SIH18,H,SIZ18
91,2018-04-30,SIK18,K,SIH19
92,2018-06-29,SIN18,N,SIK19
93,2018-08-31,SIU18,U,SIN19
94,2018-11-30,SIZ18,Z,SIU19
95,2019-02-28,SIH19,H,SIZ19
96,2019-04-30,SIK19,K,SIH20
97,2019-06-28,SIN19,N,SIK20
98,2019-08-30,SIU19,U,SIN20
99,2019-11-29,SIZ19,Z,SIU20
100,2020-02-28,SIH20,H,SIZ20
101,2020-04-30,SIK20,K,SIH21
102,2020-06-30,SIN20,N,SIK21
103,2020-08-31,SIU20,U,SIN21
104,2020-11-30,SIZ20,Z,SIU21
105,2021-02-26,SIH21,H,SIZ21
106,2021-04-30,SIK21,K,SIH22
107,2021-06-30,SIN21,N,SIK22
108,2021-08-31,SIU21,U,SIN22
109,2021-11-30,SIZ21,Z,SIU22
110,2022-02-28,SIH22,H,SIZ22
111,2022-04-29,SIK22,K,SIH23
112,2022-06-30,SIN22,N,SIK23
113,2022-08-31,SIU22,U,SIN23
114,2022-11-30,SIZ22,Z,SIU23
115,2023-02-28,SIH23,H,SIZ23
116,2023-04-28,SIK23,K,SIZ23
117,2023-06-30,SIN23,N,SIZ23
118,2023-08-31,SIU23,U,SIZ23
