,Date,BOH00,BOH01,BOK00,BOK01,BON00,BON01,BOZ00,BOZ01,BOF01,BOF02,BOH02,BOK02,BON02,BOZ02,BOF03,BOH03,BOK03,BON03,BOZ03,BOF04,BOH04,BOK04,BON04,BOZ04,BOF05,BOH05,BOK05,BON05,BOZ05,BOF06,BOH06,BOK06,BON06,BOZ06,BOF07,BOH07,BOK07,BON07,BOZ07,BOF08,BOH08,BOK08,BON08,BOZ08,BOF09,BOH09,BOK09,BON09,BOZ09,BOF10,BOH10,BOK10,BON10,BOZ10,BOF11,BOH11,BOK11,BON11,BOZ11,BOF12,BOH12,BOK12,BON12,BOZ12,BOF13,BOH13,BOK13,BON13,BOZ13,BOF14,BOH14,BOK14,BON14,BOZ14,BOF15,BOH15,BOK15,BON15,BOZ15,BOF16,BOH16,BOK16,BON16,BOZ16,BOF17,BOH17,BOK17,BON17,BOZ17,BOF18,BOH18,BOK18,BON18,BOZ18,BOF19,BOH19,BOK19,BON19,BOZ19,BOF20,BOH20,BOK20,BON20,BOZ20,BOF21,BOH21,BOK21,BON21,BOZ21,BOF22,BOH22,BOK22,BON22,BOZ22,BOF23,BOH23,BOK23,BON23,BOZ23,PnL,PNL,IS_ROLLING,Day
0,2000-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,
1,2000-01-05,0.7000000000000028,-0.9999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2999999999999936,-179.99999999999616,,
2,2000-01-06,1.1500000000000021,-1.3499999999999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999574,-119.99999999999744,,
3,2000-01-07,1.850000000000005,-1.750000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09999999999999787,59.99999999999872,,
4,2000-01-10,0.8000000000000007,-0.9999999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999574,-119.99999999999744,,
5,2000-01-11,-0.20000000000000462,-0.5000000000000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7000000000000117,-420.00000000000705,,
6,2000-01-12,0.5499999999999972,-0.5000000000000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999999005,29.99999999999403,,
7,2000-01-13,2.9499999999999993,-2.7500000000000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19999999999999574,119.99999999999744,,
8,2000-01-14,2.5,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
9,2000-01-17,2.5,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
