,Due,Future,Month,Pair
0,2000-02-15,CCH00,H,CCN00
1,2000-04-14,CCK00,K,CCU00
2,2000-06-19,CCN00,N,CCZ00
3,2000-08-18,CCU00,U,CCH01
4,2000-11-16,CCZ00,Z,CCK01
5,2001-02-14,CCH01,H,CCN01
6,2001-04-17,CCK01,K,CCU01
7,2001-06-18,CCN01,N,CCZ01
8,2001-08-20,CCU01,U,CCH02
9,2001-11-15,CCZ01,Z,CCK02
10,2002-02-14,CCH02,H,CCN02
11,2002-04-17,CCK02,K,CCU02
12,2002-06-17,CCN02,N,CCZ02
13,2002-08-19,CCU02,U,CCH03
14,2002-11-14,CCZ02,Z,CCK03
15,2003-02-14,CCH03,H,CCN03
16,2003-04-16,CCK03,K,CCU03
17,2003-06-17,CCN03,N,CCZ03
18,2003-08-18,CCU03,U,CCH04
19,2003-11-13,CCZ03,Z,CCK04
20,2004-02-13,CCH04,H,CCN04
21,2004-04-19,CCK04,K,CCU04
22,2004-06-17,CCN04,N,CCZ04
23,2004-08-18,CCU04,U,CCH05
24,2004-11-15,CCZ04,Z,CCK05
25,2005-02-14,CCH05,H,CCN05
26,2005-04-18,CCK05,K,CCU05
27,2005-06-17,CCN05,N,CCZ05
28,2005-08-18,CCU05,U,CCH06
29,2005-11-15,CCZ05,Z,CCK06
30,2006-02-14,CCH06,H,CCN06
31,2006-04-17,CCK06,K,CCU06
32,2006-06-19,CCN06,N,CCZ06
33,2006-08-18,CCU06,U,CCH07
34,2006-11-15,CCZ06,Z,CCK07
35,2007-02-14,CCH07,H,CCN07
36,2007-04-17,CCK07,K,CCU07
37,2007-06-18,CCN07,N,CCZ07
38,2007-08-20,CCU07,U,CCH08
39,2007-11-15,CCZ07,Z,CCK08
40,2008-02-15,CCH08,H,CCN08
41,2008-04-17,CCK08,K,CCU08
42,2008-06-17,CCN08,N,CCZ08
43,2008-08-18,CCU08,U,CCH09
44,2008-11-14,CCZ08,Z,CCK09
45,2009-02-13,CCH09,H,CCN09
46,2009-04-17,CCK09,K,CCU09
47,2009-06-17,CCN09,N,CCZ09
48,2009-08-18,CCU09,U,CCH10
49,2009-11-16,CCZ09,Z,CCK10
50,2010-02-12,CCH10,H,CCN10
51,2010-04-19,CCK10,K,CCU10
52,2010-06-17,CCN10,N,CCZ10
53,2010-08-18,CCU10,U,CCH11
54,2010-11-16,CCZ10,Z,CCK11
55,2011-02-14,CCH11,H,CCN11
56,2011-04-15,CCK11,K,CCU11
57,2011-06-17,CCN11,N,CCZ11
58,2011-08-18,CCU11,U,CCH12
59,2011-11-16,CCZ11,Z,CCK12
60,2012-02-15,CCH12,H,CCN12
61,2012-04-17,CCK12,K,CCU12
62,2012-06-18,CCN12,N,CCZ12
63,2012-08-20,CCU12,U,CCH13
64,2012-11-16,CCZ12,Z,CCK13
65,2013-02-14,CCH13,H,CCN13
66,2013-04-17,CCK13,K,CCU13
67,2013-06-17,CCN13,N,CCZ13
68,2013-08-19,CCU13,U,CCH14
69,2013-11-15,CCZ13,Z,CCK14
70,2014-02-14,CCH14,H,CCN14
71,2014-04-16,CCK14,K,CCU14
72,2014-06-17,CCN14,N,CCZ14
73,2014-08-18,CCU14,U,CCH15
74,2014-11-14,CCZ14,Z,CCK15
75,2015-02-13,CCH15,H,CCN15
76,2015-04-17,CCK15,K,CCU15
77,2015-06-17,CCN15,N,CCZ15
78,2015-08-18,CCU15,U,CCH16
79,2015-11-16,CCZ15,Z,CCK16
80,2016-02-16,CCH16,H,CCN16
81,2016-04-18,CCK16,K,CCU16
82,2016-06-17,CCN16,N,CCZ16
83,2016-08-18,CCU16,U,CCH17
84,2016-11-16,CCZ16,Z,CCK17
85,2017-02-14,CCH17,H,CCN17
86,2017-04-17,CCK17,K,CCU17
87,2017-06-19,CCN17,N,CCZ17
88,2017-08-18,CCU17,U,CCH18
89,2017-11-16,CCZ17,Z,CCK18
90,2018-02-14,CCH18,H,CCN18
91,2018-04-17,CCK18,K,CCU18
92,2018-06-18,CCN18,N,CCZ18
93,2018-08-20,CCU18,U,CCH19
94,2018-11-16,CCZ18,Z,CCK19
95,2019-02-14,CCH19,H,CCN19
96,2019-04-16,CCK19,K,CCU19
97,2019-06-17,CCN19,N,CCZ19
98,2019-08-19,CCU19,U,CCH20
99,2019-11-15,CCZ19,Z,CCK20
100,2020-02-14,CCH20,H,CCN20
101,2020-04-17,CCK20,K,CCU20
102,2020-06-17,CCN20,N,CCZ20
103,2020-08-18,CCU20,U,CCH21
104,2020-11-16,CCZ20,Z,CCK21
105,2021-02-12,CCH21,H,CCN21
106,2021-04-19,CCK21,K,CCU21
107,2021-06-17,CCN21,N,CCZ21
108,2021-08-18,CCU21,U,CCH22
109,2021-11-16,CCZ21,Z,CCK22
110,2022-02-22,CCH22,H,CCN22
111,2022-04-25,CCK22,K,CCU22
112,2022-06-24,CCN22,N,CCZ22
113,2022-08-25,CCU22,U,CCH23
114,2022-11-23,CCZ22,Z,CCK23
115,2023-02-22,CCH23,H,CCN23
116,2023-04-24,CCK23,K,CCU23
117,2023-06-26,CCN23,N,CCZ23
118,2023-08-25,CCU23,U,CCZ23
