,Distance,std,cuml_pnl,sharp_ratio
0,1,211527.36048684822,-343.138409760202,-0.045904227130011035
1,2,207649.29409568172,-1233.527751646282,-0.15034965630855568
2,3,196448.0339192537,-1484.1815593863657,-0.1895666719439237
3,4,198585.67965746313,-1744.3999999999983,-0.21960294455885268
4,6,216880.72117973844,-2169.4828140057816,-0.24714045447856725
5,5,203379.55122152343,-2102.0782122905002,-0.25695798661232033
