,Due,Future,Month,Pair
0,1999-12-30,S F00,F,S H00
1,2000-02-29,S H00,H,S K00
2,2000-04-28,S K00,K,S N00
3,2000-06-30,S N00,N,S X00
4,2000-10-31,S X00,X,S F01
5,2000-12-29,S F01,F,S H01
6,2001-02-28,S H01,H,S K01
7,2001-04-30,S K01,K,S N01
8,2001-06-29,S N01,N,S X01
9,2001-10-31,S X01,X,S F02
10,2001-12-31,S F02,F,S H02
11,2002-02-28,S H02,H,S K02
12,2002-04-30,S K02,K,S N02
13,2002-06-28,S N02,N,S X02
14,2002-10-31,S X02,X,S F03
15,2002-12-31,S F03,F,S H03
16,2003-02-28,S H03,H,S K03
17,2003-04-30,S K03,K,S N03
18,2003-06-30,S N03,N,S X03
19,2003-10-31,S X03,X,S F04
20,2003-12-31,S F04,F,S H04
21,2004-02-27,S H04,H,S K04
22,2004-04-30,S K04,K,S N04
23,2004-06-30,S N04,N,S X04
24,2004-10-29,S X04,X,S F05
25,2004-12-30,S F05,F,S H05
26,2005-02-28,S H05,H,S K05
27,2005-04-29,S K05,K,S N05
28,2005-06-30,S N05,N,S X05
29,2005-10-31,S X05,X,S F06
30,2005-12-29,S F06,F,S H06
31,2006-02-28,S H06,H,S K06
32,2006-04-28,S K06,K,S N06
33,2006-06-30,S N06,N,S X06
34,2006-10-31,S X06,X,S F07
35,2006-12-29,S F07,F,S H07
36,2007-02-28,S H07,H,S K07
37,2007-04-30,S K07,K,S N07
38,2007-06-29,S N07,N,S X07
39,2007-10-31,S X07,X,S F08
40,2007-12-31,S F08,F,S H08
41,2008-02-29,S H08,H,S K08
42,2008-04-30,S K08,K,S N08
43,2008-06-30,S N08,N,S X08
44,2008-10-31,S X08,X,S F09
45,2008-12-31,S F09,F,S H09
46,2009-02-27,S H09,H,S K09
47,2009-04-30,S K09,K,S N09
48,2009-06-30,S N09,N,S X09
49,2009-10-30,S X09,X,S F10
50,2009-12-31,S F10,F,S H10
51,2010-02-26,S H10,H,S K10
52,2010-04-30,S K10,K,S N10
53,2010-06-30,S N10,N,S X10
54,2010-10-29,S X10,X,S F11
55,2010-12-31,S F11,F,S H11
56,2011-02-28,S H11,H,S K11
57,2011-04-29,S K11,K,S N11
58,2011-06-30,S N11,N,S X11
59,2011-10-31,S X11,X,S F12
60,2011-12-30,S F12,F,S H12
61,2012-02-29,S H12,H,S K12
62,2012-04-30,S K12,K,S N12
63,2012-06-29,S N12,N,S X12
64,2012-10-31,S X12,X,S F13
65,2012-12-31,S F13,F,S H13
66,2013-02-28,S H13,H,S K13
67,2013-04-30,S K13,K,S N13
68,2013-06-28,S N13,N,S X13
69,2013-10-31,S X13,X,S F14
70,2013-12-31,S F14,F,S H14
71,2014-02-28,S H14,H,S K14
72,2014-04-30,S K14,K,S N14
73,2014-06-30,S N14,N,S X14
74,2014-10-31,S X14,X,S F15
75,2014-12-31,S F15,F,S H15
76,2015-02-27,S H15,H,S K15
77,2015-04-30,S K15,K,S N15
78,2015-06-30,S N15,N,S X15
79,2015-10-30,S X15,X,S F16
80,2015-12-31,S F16,F,S H16
81,2016-02-29,S H16,H,S K16
82,2016-04-29,S K16,K,S N16
83,2016-06-30,S N16,N,S X16
84,2016-10-31,S X16,X,S F17
85,2016-12-30,S F17,F,S H17
86,2017-02-28,S H17,H,S K17
87,2017-04-28,S K17,K,S N17
88,2017-06-30,S N17,N,S X17
89,2017-10-31,S X17,X,S F18
90,2017-12-29,S F18,F,S H18
91,2018-02-28,S H18,H,S K18
92,2018-04-30,S K18,K,S N18
93,2018-06-29,S N18,N,S X18
94,2018-10-31,S X18,X,S F19
95,2018-12-31,S F19,F,S H19
96,2019-02-28,S H19,H,S K19
97,2019-04-30,S K19,K,S N19
98,2019-06-28,S N19,N,S X19
99,2019-10-31,S X19,X,S F20
100,2019-12-31,S F20,F,S H20
101,2020-02-28,S H20,H,S K20
102,2020-04-30,S K20,K,S N20
103,2020-06-30,S N20,N,S X20
104,2020-10-30,S X20,X,S F21
105,2020-12-31,S F21,F,S H21
106,2021-02-26,S H21,H,S K21
107,2021-04-30,S K21,K,S N21
108,2021-06-30,S N21,N,S X21
109,2021-10-29,S X21,X,S F22
110,2021-12-31,S F22,F,S H22
111,2022-02-28,S H22,H,S K22
112,2022-04-29,S K22,K,S N22
113,2022-06-30,S N22,N,S X22
114,2022-10-31,S X22,X,S F23
115,2022-12-30,S F23,F,S H23
116,2023-02-28,S H23,H,S K23
117,2023-04-28,S K23,K,S N23
118,2023-06-30,S N23,N,S X23
