,Due,Future,Month,Pair
0,2000-02-23,CTH00,H,CTZ00
1,2000-04-24,CTK00,K,CTH01
2,2000-06-26,CTN00,N,CTK01
3,2000-11-22,CTZ00,Z,CTN01
4,2001-02-22,CTH01,H,CTZ01
5,2001-04-24,CTK01,K,CTH02
6,2001-06-25,CTN01,N,CTK02
7,2001-11-26,CTZ01,Z,CTN02
8,2002-02-22,CTH02,H,CTZ02
9,2002-04-24,CTK02,K,CTH03
10,2002-06-24,CTN02,N,CTK03
11,2002-11-21,CTZ02,Z,CTN03
12,2003-02-24,CTH03,H,CTZ03
13,2003-04-24,CTK03,K,CTH04
14,2003-06-24,CTN03,N,CTK04
15,2003-11-20,CTZ03,Z,CTN04
16,2004-02-23,CTH04,H,CTZ04
17,2004-04-26,CTK04,K,CTH05
18,2004-06-24,CTN04,N,CTK05
19,2004-11-22,CTZ04,Z,CTN05
20,2005-02-22,CTH05,H,CTZ05
21,2005-04-25,CTK05,K,CTH06
22,2005-06-24,CTN05,N,CTK06
23,2005-11-22,CTZ05,Z,CTN06
24,2006-02-23,CTH06,H,CTZ06
25,2006-04-24,CTK06,K,CTH07
26,2006-06-26,CTN06,N,CTK07
27,2006-11-22,CTZ06,Z,CTN07
28,2007-02-22,CTH07,H,CTZ07
29,2007-04-24,CTK07,K,CTH08
30,2007-06-25,CTN07,N,CTK08
31,2007-11-26,CTZ07,Z,CTN08
32,2008-02-25,CTH08,H,CTZ08
33,2008-04-24,CTK08,K,CTH09
34,2008-06-24,CTN08,N,CTK09
35,2008-11-21,CTZ08,Z,CTN09
36,2009-02-23,CTH09,H,CTZ09
37,2009-04-24,CTK09,K,CTH10
38,2009-06-24,CTN09,N,CTK10
39,2009-11-23,CTZ09,Z,CTN10
40,2010-02-22,CTH10,H,CTZ10
41,2010-04-26,CTK10,K,CTH11
42,2010-06-24,CTN10,N,CTK11
43,2010-11-23,CTZ10,Z,CTN11
44,2011-02-22,CTH11,H,CTZ11
45,2011-04-25,CTK11,K,CTH12
46,2011-06-24,CTN11,N,CTK12
47,2011-11-23,CTZ11,Z,CTN12
48,2012-02-23,CTH12,H,CTZ12
49,2012-04-24,CTK12,K,CTH13
50,2012-06-25,CTN12,N,CTK13
51,2012-11-26,CTZ12,Z,CTN13
52,2013-02-22,CTH13,H,CTZ13
53,2013-04-24,CTK13,K,CTH14
54,2013-06-24,CTN13,N,CTK14
55,2013-11-22,CTZ13,Z,CTN14
56,2014-02-24,CTH14,H,CTZ14
57,2014-04-24,CTK14,K,CTH15
58,2014-06-24,CTN14,N,CTK15
59,2014-11-21,CTZ14,Z,CTN15
60,2015-02-23,CTH15,H,CTZ15
61,2015-04-24,CTK15,K,CTH16
62,2015-06-24,CTN15,N,CTK16
63,2015-11-23,CTZ15,Z,CTN16
64,2016-02-23,CTH16,H,CTZ16
65,2016-04-25,CTK16,K,CTH17
66,2016-06-24,CTN16,N,CTK17
67,2016-11-23,CTZ16,Z,CTN17
68,2017-02-22,CTH17,H,CTZ17
69,2017-04-24,CTK17,K,CTH18
70,2017-06-26,CTN17,N,CTK18
71,2017-11-24,CTZ17,Z,CTN18
72,2018-02-22,CTH18,H,CTZ18
73,2018-04-24,CTK18,K,CTH19
74,2018-06-25,CTN18,N,CTK19
75,2018-11-26,CTZ18,Z,CTN19
76,2019-02-22,CTH19,H,CTZ19
77,2019-04-24,CTK19,K,CTH20
78,2019-06-24,CTN19,N,CTK20
79,2019-11-22,CTZ19,Z,CTN20
80,2020-02-24,CTH20,H,CTZ20
81,2020-04-24,CTK20,K,CTH21
82,2020-06-24,CTN20,N,CTK21
83,2020-11-23,CTZ20,Z,CTN21
84,2021-02-22,CTH21,H,CTZ21
85,2021-04-26,CTK21,K,CTH22
86,2021-06-24,CTN21,N,CTK22
87,2021-11-23,CTZ21,Z,CTN22
88,2022-02-22,CTH22,H,CTZ22
89,2022-04-25,CTK22,K,CTH23
90,2022-06-24,CTN22,N,CTK23
91,2022-11-23,CTZ22,Z,CTN23
92,2023-02-22,CTH23,H,CTZ23
93,2023-04-24,CTK23,K,CTZ23
94,2023-06-26,CTN23,N,CTZ23
