,Due,Future,Month,Pair
0,2000-02-29,C H00,H,C Z00
1,2000-04-28,C K00,K,C H01
2,2000-06-30,C N00,N,C K01
3,2000-08-31,C U00,U,C N01
4,2000-11-30,C Z00,Z,C U01
5,2001-02-28,C H01,H,C Z01
6,2001-04-30,C K01,K,C H02
7,2001-06-29,C N01,N,C K02
8,2001-08-31,C U01,U,C N02
9,2001-11-30,C Z01,Z,C U02
10,2002-02-28,C H02,H,C Z02
11,2002-04-30,C K02,K,C H03
12,2002-06-28,C N02,N,C K03
13,2002-08-30,C U02,U,C N03
14,2002-11-29,C Z02,Z,C U03
15,2003-02-28,C H03,H,C Z03
16,2003-04-30,C K03,K,C H04
17,2003-06-30,C N03,N,C K04
18,2003-08-29,C U03,U,C N04
19,2003-11-28,C Z03,Z,C U04
20,2004-02-27,C H04,H,C Z04
21,2004-04-30,C K04,K,C H05
22,2004-06-30,C N04,N,C K05
23,2004-08-31,C U04,U,C N05
24,2004-11-30,C Z04,Z,C U05
25,2005-02-28,C H05,H,C Z05
26,2005-04-29,C K05,K,C H06
27,2005-06-30,C N05,N,C K06
28,2005-08-31,C U05,U,C N06
29,2005-11-30,C Z05,Z,C U06
30,2006-02-28,C H06,H,C Z06
31,2006-04-28,C K06,K,C H07
32,2006-06-30,C N06,N,C K07
33,2006-08-31,C U06,U,C N07
34,2006-11-30,C Z06,Z,C U07
35,2007-02-28,C H07,H,C Z07
36,2007-04-30,C K07,K,C H08
37,2007-06-29,C N07,N,C K08
38,2007-08-31,C U07,U,C N08
39,2007-11-30,C Z07,Z,C U08
40,2008-02-29,C H08,H,C Z08
41,2008-04-30,C K08,K,C H09
42,2008-06-30,C N08,N,C K09
43,2008-08-29,C U08,U,C N09
44,2008-11-28,C Z08,Z,C U09
45,2009-02-27,C H09,H,C Z09
46,2009-04-30,C K09,K,C H10
47,2009-06-30,C N09,N,C K10
48,2009-08-31,C U09,U,C N10
49,2009-11-30,C Z09,Z,C U10
50,2010-02-26,C H10,H,C Z10
51,2010-04-30,C K10,K,C H11
52,2010-06-30,C N10,N,C K11
53,2010-08-31,C U10,U,C N11
54,2010-11-30,C Z10,Z,C U11
55,2011-02-28,C H11,H,C Z11
56,2011-04-29,C K11,K,C H12
57,2011-06-30,C N11,N,C K12
58,2011-08-31,C U11,U,C N12
59,2011-11-30,C Z11,Z,C U12
60,2012-02-29,C H12,H,C Z12
61,2012-04-30,C K12,K,C H13
62,2012-06-29,C N12,N,C K13
63,2012-08-31,C U12,U,C N13
64,2012-11-30,C Z12,Z,C U13
65,2013-02-28,C H13,H,C Z13
66,2013-04-30,C K13,K,C H14
67,2013-06-28,C N13,N,C K14
68,2013-08-30,C U13,U,C N14
69,2013-11-29,C Z13,Z,C U14
70,2014-02-28,C H14,H,C Z14
71,2014-04-30,C K14,K,C H15
72,2014-06-30,C N14,N,C K15
73,2014-08-29,C U14,U,C N15
74,2014-11-28,C Z14,Z,C U15
75,2015-02-27,C H15,H,C Z15
76,2015-04-30,C K15,K,C H16
77,2015-06-30,C N15,N,C K16
78,2015-08-31,C U15,U,C N16
79,2015-11-30,C Z15,Z,C U16
80,2016-02-29,C H16,H,C Z16
81,2016-04-29,C K16,K,C H17
82,2016-06-30,C N16,N,C K17
83,2016-08-31,C U16,U,C N17
84,2016-11-30,C Z16,Z,C U17
85,2017-02-28,C H17,H,C Z17
86,2017-04-28,C K17,K,C H18
87,2017-06-30,C N17,N,C K18
88,2017-08-31,C U17,U,C N18
89,2017-11-30,C Z17,Z,C U18
90,2018-02-28,C H18,H,C Z18
91,2018-04-30,C K18,K,C H19
92,2018-06-29,C N18,N,C K19
93,2018-08-31,C U18,U,C N19
94,2018-11-30,C Z18,Z,C U19
95,2019-02-28,C H19,H,C Z19
96,2019-04-30,C K19,K,C H20
97,2019-06-28,C N19,N,C K20
98,2019-08-30,C U19,U,C N20
99,2019-11-29,C Z19,Z,C U20
100,2020-02-28,C H20,H,C Z20
101,2020-04-30,C K20,K,C H21
102,2020-06-30,C N20,N,C K21
103,2020-08-31,C U20,U,C N21
104,2020-11-30,C Z20,Z,C U21
105,2021-02-26,C H21,H,C Z21
106,2021-04-30,C K21,K,C H22
107,2021-06-30,C N21,N,C K22
108,2021-08-31,C U21,U,C N22
109,2021-11-30,C Z21,Z,C U22
110,2022-02-28,C H22,H,C Z22
111,2022-04-29,C K22,K,C H23
112,2022-06-30,C N22,N,C K23
113,2022-08-31,C U22,U,C N23
114,2022-11-30,C Z22,Z,C U23
115,2023-02-28,C H23,H,C Z23
116,2023-04-28,C K23,K,C Z23
117,2023-06-30,C N23,N,C Z23
118,2023-08-31,C U23,U,C Z23
