,Date,Long,Short,Pre_Long,Pre_Short,Q_Long,Q_Short,Q_Pre_Long,Q_Pre_Short,IS_ROLLING,Payload,Value,Daily_Gain,Change (%),Cum_Gain
0,1998-12-21,13.59,15.37,13.59,15.37,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-8.899999999999991,0.0,,0.0
1,1998-12-22,13.67,15.45,13.67,15.45,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-8.900000000000006,-1.4210854715202004e-11,-inf,-1.4210854715202004e-11
2,1998-12-23,13.72,15.45,13.72,15.45,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-8.649999999999991,250.0000000000142,-17592186044418.0,250.0
3,1998-12-24,13.64,15.4,13.64,15.4,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-8.799999999999997,-150.00000000000568,-1.5999999999999885,99.99999999999432
4,1998-12-25,,,,,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': True}",-8.799999999999997,0.0,-1.0,99.99999999999432
5,1998-12-28,13.7,15.41,13.7,15.41,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-8.549999999999997,250.0,inf,349.9999999999943
6,1998-12-29,13.73,15.33,13.73,15.33,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-8.0,549.9999999999972,1.1999999999999886,899.9999999999915
7,1998-12-30,13.76,15.35,13.76,15.35,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.950000000000003,49.99999999999716,-0.9090909090909138,949.9999999999886
8,1998-12-31,13.94,15.4,13.94,15.4,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.299999999999997,650.0000000000057,12.000000000000853,1599.9999999999943
9,1999-01-01,,,,,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': True}",-7.299999999999997,0.0,-1.0,1599.9999999999943
10,1999-01-04,14.02,15.42,14.02,15.42,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.0,299.99999999999716,inf,1899.9999999999914
11,1999-01-05,13.8,15.26,13.8,15.26,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.299999999999997,-299.99999999999716,-2.0,1599.999999999994
12,1999-01-06,14.26,15.68,14.26,15.68,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.1000000000000085,199.99999999998863,-1.666666666666635,1799.9999999999827
13,1999-01-07,14.39,15.73,14.39,15.73,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-6.700000000000003,400.0000000000057,1.000000000000142,2199.999999999988
14,1999-01-08,14.29,15.56,14.29,15.56,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-6.3500000000000085,349.9999999999943,-0.12500000000002665,2549.9999999999827
15,1999-01-11,14.46,15.57,14.46,15.57,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-5.549999999999983,800.0000000000256,1.2857142857143957,3350.000000000008
16,1999-01-12,14.12,15.29,14.12,15.29,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-5.849999999999994,-300.00000000001137,-1.3750000000000022,3049.999999999997
17,1999-01-13,13.78,15.11,13.78,15.11,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-6.650000000000006,-800.0000000000114,1.6666666666666035,2249.9999999999854
18,1999-01-14,13.69,15.1,13.69,15.1,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.049999999999997,-399.9999999999915,-0.5000000000000178,1849.999999999994
19,1999-01-15,13.67,15.08,13.67,15.08,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.050000000000011,-1.4210854715202004e-11,-0.9999999999999645,1849.99999999998
20,1999-01-18,,,,,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': True}",-7.050000000000011,0.0,-1.0,1849.99999999998
21,1999-01-19,13.55,14.97,13.55,14.97,5,5,0,0,False,"{'long_future': 'CLF00', 'short_future': 'CLF01', 'event': 'base', 'missing_price_flag': False}",-7.1000000000000085,-49.99999999999716,-inf,1799.9999999999827
