	Date	Price	Quantity	long_short	IS_ROLLING	Day	Pnl	cum_PnL
0	1999-07-01	109.75	5	short				
1	1999-07-02	106.9	5	short			14.249999999999972	14.249999999999972
2	1999-07-05		5	short			-0.0	14.249999999999972
3	1999-07-06	102.25	5	short			23.25000000000003	37.5
4	1999-07-07	104.2	5	short			-9.750000000000014	27.749999999999986
5	1999-07-08	106.1	5	short			-9.499999999999957	18.25000000000003
6	1999-07-09	106.3	5	short			-1.0000000000000142	17.250000000000014
7	1999-07-12	102.1	5	short			21.000000000000014	38.25000000000003
8	1999-07-13	102.9	5	short			-4.000000000000057	34.24999999999997
9	1999-07-14	104.45	5	short			-7.749999999999986	26.499999999999986
10	1999-07-15	103.4	5	short			5.249999999999986	31.74999999999997
11	1999-07-16	102.4	5	short			5.0	36.74999999999997
12	1999-07-19	103.8	5	short			-6.999999999999957	29.750000000000014
13	1999-07-20	104.5	5	short			-3.500000000000014	26.25
14	1999-07-21	104.1	5	short			2.0000000000000284	28.25000000000003
15	1999-07-22	107.5	5	short			-17.00000000000003	11.25
16	1999-07-23	104.5	5	short			15.0	26.25
17	1999-07-26	105.6	5	short			-5.499999999999972	20.75000000000003
18	1999-07-27	107.3	5	short			-8.500000000000014	12.250000000000014
19	1999-07-28	106.05	5	short			6.25	18.500000000000014
20	1999-07-29	106.5	5	short			-2.250000000000014	16.25
21	1999-07-30	103.55	5	short			14.750000000000014	31.000000000000014
22	1999-08-02	104.85	5	short			-6.499999999999986	24.50000000000003
23	1999-08-03	104.9	5	short			-0.25000000000005684	24.24999999999997
24	1999-08-04	104.5	5	short			2.0000000000000284	26.25
25	1999-08-05	104.5	5	short			-0.0	26.25
26	1999-08-06	103.1	5	short			7.000000000000028	33.25000000000003
27	1999-08-09	104.0	5	short			-4.500000000000028	28.75
28	1999-08-10	104.15	5	short			-0.7500000000000284	27.99999999999997
29	1999-08-11	106.7	5	short			-12.749999999999986	15.249999999999986
30	1999-08-12	103.7	5	short			15.0	30.249999999999986
31	1999-08-13	108.85	5	short			-25.749999999999957	4.500000000000028
32	1999-08-16	101.5	5	short			36.74999999999997	41.25
33	1999-08-17	102.35	5	short			-4.249999999999972	37.00000000000003
34	1999-08-18	102.3	5	short			0.2499999999999858	37.250000000000014
35	1999-08-19	102.35	5	short			-0.2499999999999858	37.00000000000003
36	1999-08-20	102.7	5	short			-1.7500000000000426	35.249999999999986
37	1999-08-23	102.9	5	short			-1.0000000000000142	34.24999999999997
38	1999-08-24	102.75	5	short			0.7500000000000284	35.0
39	1999-08-25	102.95	5	short			-1.0000000000000142	33.999999999999986
40	1999-08-26	102.1	5	short			4.250000000000043	38.25000000000003
41	1999-08-27	102.05	5	short			0.2499999999999858	38.500000000000014
42	1999-08-30	99.5	5	short			12.749999999999986	51.25
43	1999-08-31	100.75	5	short			-6.25	45.0
44	1999-09-01	104.0	5	short			-16.25	28.75
45	1999-09-02	103.45	5	short			2.749999999999986	31.499999999999986
46	1999-09-03	101.85	5	short			8.000000000000043	39.50000000000003
47	1999-09-06		5	short			-0.0	39.50000000000003
48	1999-09-07	100.25	5	short			7.999999999999972	47.5
49	1999-09-08	100.25	5	short			-0.0	47.5
50	1999-09-09	97.55	5	short			13.500000000000014	61.000000000000014
51	1999-09-10	96.05	5	short			7.5	68.50000000000001
52	1999-09-13	96.0	5	short			0.2499999999999858	68.75
53	1999-09-14	96.4	5	short			-2.0000000000000284	66.74999999999997
54	1999-09-15	94.95	5	short			7.250000000000014	73.99999999999999
55	1999-09-16	94.6	5	short			1.7500000000000426	75.75000000000003
56	1999-09-17	94.5	5	short			0.4999999999999716	76.25
57	1999-09-20	94.1	5	short			2.0000000000000284	78.25000000000003
58	1999-09-21	93.65	5	short			2.249999999999943	80.49999999999997
59	1999-09-22	93.5	5	short			0.7500000000000284	81.25
60	1999-09-23	94.8	5	short			-6.499999999999986	74.75000000000001
61	1999-09-24	95.4	5	short			-3.0000000000000426	71.74999999999997
62	1999-09-27	95.0	5	short			2.0000000000000284	73.75
63	1999-09-28	95.15	5	short			-0.7500000000000284	72.99999999999997
64	1999-09-29	96.75	5	short			-7.999999999999972	65.0
65	1999-09-30	92.9	5	short			19.24999999999997	84.24999999999997
66	1999-10-01	92.0	5	short			4.500000000000028	88.75
67	1999-10-04	93.75	5	short			-8.75	80.0
68	1999-10-05	95.3	5	short			-7.749999999999986	72.25000000000001
69	1999-10-06	95.9	5	short			-3.0000000000000426	69.24999999999997
70	1999-10-07	95.75	5	short			0.7500000000000284	70.0
71	1999-10-08	95.75	5	short			-0.0	70.0
72	1999-10-11	101.0	5	short			-26.25	43.75
73	1999-10-12	106.3	5	short			-26.499999999999986	17.250000000000014
74	1999-10-13	126.0	5	short			-98.50000000000001	-81.25
75	1999-10-14	115.15	5	short			54.24999999999997	-27.00000000000003
76	1999-10-15	116.5	5	short			-6.749999999999972	-33.75
77	1999-10-18	106.0	5	short			52.5	18.75
78	1999-10-19	107.4	5	short			-7.000000000000028	11.749999999999972
79	1999-10-20	105.9	5	short			7.5	19.24999999999997
80	1999-10-21	101.25	5	short			23.25000000000003	42.5
81	1999-10-22	103.25	5	short			-10.0	32.5
82	1999-10-25	110.1	5	short			-34.24999999999997	-1.7499999999999716
83	1999-10-26	105.65	5	short			22.249999999999943	20.49999999999997
84	1999-10-27	106.05	5	short			-1.9999999999999574	18.500000000000014
85	1999-10-28	107.25	5	short			-6.000000000000014	12.5
86	1999-10-29	110.5	5	short			-16.25	-3.75
87	1999-11-01	119.9	5	short			-47.00000000000003	-50.75000000000003
88	1999-11-02	113.65	5	short			31.25	-19.50000000000003
89	1999-11-03	114.15	5	short			-2.5	-22.00000000000003
90	1999-11-04	115.5	5	short			-6.749999999999972	-28.75
91	1999-11-05	115.1	5	short			2.0000000000000284	-26.74999999999997
92	1999-11-08	120.8	5	short			-28.500000000000014	-55.249999999999986
93	1999-11-09	123.65	5	short			-14.250000000000043	-69.50000000000003
94	1999-11-10	122.0	5	short			8.250000000000028	-61.25
95	1999-11-11	126.2	5	short			-21.000000000000014	-82.25000000000001
96	1999-11-12	133.0	5	short			-33.999999999999986	-116.25
97	1999-11-15	139.0	5	short			-30.0	-146.25
98	1999-11-16	136.65	5	short			11.749999999999972	-134.50000000000003
99	1999-11-17	136.95	5	short			-1.4999999999999147	-135.99999999999994
100	1999-11-18	124.4	5	short			62.749999999999915	-73.25000000000003
101	1999-11-19	122.0	5	short			12.000000000000028	-61.25
102	1999-11-22	121.95	5	short			0.2499999999999858	-61.000000000000014
103	1999-11-23	119.85	5	short			10.500000000000043	-50.49999999999997
104	1999-11-24	119.4	5	short			2.249999999999943	-48.25000000000003
105	1999-11-25		5	short			-0.0	-48.25000000000003
106	1999-11-26		5	short			-0.0	-48.25000000000003
107	1999-11-29	126.5	5	short			-35.49999999999997	-83.75
108	1999-11-30	142.3	5	short			-79.00000000000006	-162.75000000000006
109	1999-12-01	138.4	5	short			19.50000000000003	-143.25000000000003
110	1999-12-02	142.5	5	short			-20.49999999999997	-163.75
111	1999-12-03	148.75	5	short			-31.25	-195.0
