,Due,Future,Month,Pair
0,2000-02-29,C H00,H,C H01
1,2000-04-28,C K00,K,C K01
2,2000-06-30,C N00,N,C N01
3,2000-08-31,C U00,U,C U01
4,2000-11-30,C Z00,Z,C Z01
5,2001-02-28,C H01,H,C H02
6,2001-04-30,C K01,K,C K02
7,2001-06-29,C N01,N,C N02
8,2001-08-31,C U01,U,C U02
9,2001-11-30,C Z01,Z,C Z02
10,2002-02-28,C H02,H,C H03
11,2002-04-30,C K02,K,C K03
12,2002-06-28,C N02,N,C N03
13,2002-08-30,C U02,U,C U03
14,2002-11-29,C Z02,Z,C Z03
15,2003-02-28,C H03,H,C H04
16,2003-04-30,C K03,K,C K04
17,2003-06-30,C N03,N,C N04
18,2003-08-29,C U03,U,C U04
19,2003-11-28,C Z03,Z,C Z04
20,2004-02-27,C H04,H,C H05
21,2004-04-30,C K04,K,C K05
22,2004-06-30,C N04,N,C N05
23,2004-08-31,C U04,U,C U05
24,2004-11-30,C Z04,Z,C Z05
25,2005-02-28,C H05,H,C H06
26,2005-04-29,C K05,K,C K06
27,2005-06-30,C N05,N,C N06
28,2005-08-31,C U05,U,C U06
29,2005-11-30,C Z05,Z,C Z06
30,2006-02-28,C H06,H,C H07
31,2006-04-28,C K06,K,C K07
32,2006-06-30,C N06,N,C N07
33,2006-08-31,C U06,U,C U07
34,2006-11-30,C Z06,Z,C Z07
35,2007-02-28,C H07,H,C H08
36,2007-04-30,C K07,K,C K08
37,2007-06-29,C N07,N,C N08
38,2007-08-31,C U07,U,C U08
39,2007-11-30,C Z07,Z,C Z08
40,2008-02-29,C H08,H,C H09
41,2008-04-30,C K08,K,C K09
42,2008-06-30,C N08,N,C N09
43,2008-08-29,C U08,U,C U09
44,2008-11-28,C Z08,Z,C Z09
45,2009-02-27,C H09,H,C H10
46,2009-04-30,C K09,K,C K10
47,2009-06-30,C N09,N,C N10
48,2009-08-31,C U09,U,C U10
49,2009-11-30,C Z09,Z,C Z10
50,2010-02-26,C H10,H,C H11
51,2010-04-30,C K10,K,C K11
52,2010-06-30,C N10,N,C N11
53,2010-08-31,C U10,U,C U11
54,2010-11-30,C Z10,Z,C Z11
55,2011-02-28,C H11,H,C H12
56,2011-04-29,C K11,K,C K12
57,2011-06-30,C N11,N,C N12
58,2011-08-31,C U11,U,C U12
59,2011-11-30,C Z11,Z,C Z12
60,2012-02-29,C H12,H,C H13
61,2012-04-30,C K12,K,C K13
62,2012-06-29,C N12,N,C N13
63,2012-08-31,C U12,U,C U13
64,2012-11-30,C Z12,Z,C Z13
65,2013-02-28,C H13,H,C H14
66,2013-04-30,C K13,K,C K14
67,2013-06-28,C N13,N,C N14
68,2013-08-30,C U13,U,C U14
69,2013-11-29,C Z13,Z,C Z14
70,2014-02-28,C H14,H,C H15
71,2014-04-30,C K14,K,C K15
72,2014-06-30,C N14,N,C N15
73,2014-08-29,C U14,U,C U15
74,2014-11-28,C Z14,Z,C Z15
75,2015-02-27,C H15,H,C H16
76,2015-04-30,C K15,K,C K16
77,2015-06-30,C N15,N,C N16
78,2015-08-31,C U15,U,C U16
79,2015-11-30,C Z15,Z,C Z16
80,2016-02-29,C H16,H,C H17
81,2016-04-29,C K16,K,C K17
82,2016-06-30,C N16,N,C N17
83,2016-08-31,C U16,U,C U17
84,2016-11-30,C Z16,Z,C Z17
85,2017-02-28,C H17,H,C H18
86,2017-04-28,C K17,K,C K18
87,2017-06-30,C N17,N,C N18
88,2017-08-31,C U17,U,C U18
89,2017-11-30,C Z17,Z,C Z18
90,2018-02-28,C H18,H,C H19
91,2018-04-30,C K18,K,C K19
92,2018-06-29,C N18,N,C N19
93,2018-08-31,C U18,U,C U19
94,2018-11-30,C Z18,Z,C Z19
95,2019-02-28,C H19,H,C H20
96,2019-04-30,C K19,K,C K20
97,2019-06-28,C N19,N,C N20
98,2019-08-30,C U19,U,C U20
99,2019-11-29,C Z19,Z,C Z20
100,2020-02-28,C H20,H,C H21
101,2020-04-30,C K20,K,C K21
102,2020-06-30,C N20,N,C N21
103,2020-08-31,C U20,U,C U21
104,2020-11-30,C Z20,Z,C Z21
105,2021-02-26,C H21,H,C H22
106,2021-04-30,C K21,K,C K22
107,2021-06-30,C N21,N,C N22
108,2021-08-31,C U21,U,C U22
109,2021-11-30,C Z21,Z,C Z22
110,2022-02-28,C H22,H,C H23
111,2022-04-29,C K22,K,C K23
112,2022-06-30,C N22,N,C N23
113,2022-08-31,C U22,U,C U23
114,2022-11-30,C Z22,Z,C Z23
115,2023-02-28,C H23,H,C Z23
116,2023-04-28,C K23,K,C Z23
117,2023-06-30,C N23,N,C Z23
118,2023-08-31,C U23,U,C Z23
