,Due,Future,Month,Pair
0,1999-12-30,S F00,F,S N00
1,2000-02-29,S H00,H,S X00
2,2000-04-28,S K00,K,S F01
3,2000-06-30,S N00,N,S H01
4,2000-10-31,S X00,X,S K01
5,2000-12-29,S F01,F,S N01
6,2001-02-28,S H01,H,S X01
7,2001-04-30,S K01,K,S F02
8,2001-06-29,S N01,N,S H02
9,2001-10-31,S X01,X,S K02
10,2001-12-31,S F02,F,S N02
11,2002-02-28,S H02,H,S X02
12,2002-04-30,S K02,K,S F03
13,2002-06-28,S N02,N,S H03
14,2002-10-31,S X02,X,S K03
15,2002-12-31,S F03,F,S N03
16,2003-02-28,S H03,H,S X03
17,2003-04-30,S K03,K,S F04
18,2003-06-30,S N03,N,S H04
19,2003-10-31,S X03,X,S K04
20,2003-12-31,S F04,F,S N04
21,2004-02-27,S H04,H,S X04
22,2004-04-30,S K04,K,S F05
23,2004-06-30,S N04,N,S H05
24,2004-10-29,S X04,X,S K05
25,2004-12-30,S F05,F,S N05
26,2005-02-28,S H05,H,S X05
27,2005-04-29,S K05,K,S F06
28,2005-06-30,S N05,N,S H06
29,2005-10-31,S X05,X,S K06
30,2005-12-29,S F06,F,S N06
31,2006-02-28,S H06,H,S X06
32,2006-04-28,S K06,K,S F07
33,2006-06-30,S N06,N,S H07
34,2006-10-31,S X06,X,S K07
35,2006-12-29,S F07,F,S N07
36,2007-02-28,S H07,H,S X07
37,2007-04-30,S K07,K,S F08
38,2007-06-29,S N07,N,S H08
39,2007-10-31,S X07,X,S K08
40,2007-12-31,S F08,F,S N08
41,2008-02-29,S H08,H,S X08
42,2008-04-30,S K08,K,S F09
43,2008-06-30,S N08,N,S H09
44,2008-10-31,S X08,X,S K09
45,2008-12-31,S F09,F,S N09
46,2009-02-27,S H09,H,S X09
47,2009-04-30,S K09,K,S F10
48,2009-06-30,S N09,N,S H10
49,2009-10-30,S X09,X,S K10
50,2009-12-31,S F10,F,S N10
51,2010-02-26,S H10,H,S X10
52,2010-04-30,S K10,K,S F11
53,2010-06-30,S N10,N,S H11
54,2010-10-29,S X10,X,S K11
55,2010-12-31,S F11,F,S N11
56,2011-02-28,S H11,H,S X11
57,2011-04-29,S K11,K,S F12
58,2011-06-30,S N11,N,S H12
59,2011-10-31,S X11,X,S K12
60,2011-12-30,S F12,F,S N12
61,2012-02-29,S H12,H,S X12
62,2012-04-30,S K12,K,S F13
63,2012-06-29,S N12,N,S H13
64,2012-10-31,S X12,X,S K13
65,2012-12-31,S F13,F,S N13
66,2013-02-28,S H13,H,S X13
67,2013-04-30,S K13,K,S F14
68,2013-06-28,S N13,N,S H14
69,2013-10-31,S X13,X,S K14
70,2013-12-31,S F14,F,S N14
71,2014-02-28,S H14,H,S X14
72,2014-04-30,S K14,K,S F15
73,2014-06-30,S N14,N,S H15
74,2014-10-31,S X14,X,S K15
75,2014-12-31,S F15,F,S N15
76,2015-02-27,S H15,H,S X15
77,2015-04-30,S K15,K,S F16
78,2015-06-30,S N15,N,S H16
79,2015-10-30,S X15,X,S K16
80,2015-12-31,S F16,F,S N16
81,2016-02-29,S H16,H,S X16
82,2016-04-29,S K16,K,S F17
83,2016-06-30,S N16,N,S H17
84,2016-10-31,S X16,X,S K17
85,2016-12-30,S F17,F,S N17
86,2017-02-28,S H17,H,S X17
87,2017-04-28,S K17,K,S F18
88,2017-06-30,S N17,N,S H18
89,2017-10-31,S X17,X,S K18
90,2017-12-29,S F18,F,S N18
91,2018-02-28,S H18,H,S X18
92,2018-04-30,S K18,K,S F19
93,2018-06-29,S N18,N,S H19
94,2018-10-31,S X18,X,S K19
95,2018-12-31,S F19,F,S N19
96,2019-02-28,S H19,H,S X19
97,2019-04-30,S K19,K,S F20
98,2019-06-28,S N19,N,S H20
99,2019-10-31,S X19,X,S K20
100,2019-12-31,S F20,F,S N20
101,2020-02-28,S H20,H,S X20
102,2020-04-30,S K20,K,S F21
103,2020-06-30,S N20,N,S H21
104,2020-10-30,S X20,X,S K21
105,2020-12-31,S F21,F,S N21
106,2021-02-26,S H21,H,S X21
107,2021-04-30,S K21,K,S F22
108,2021-06-30,S N21,N,S H22
109,2021-10-29,S X21,X,S K22
110,2021-12-31,S F22,F,S N22
111,2022-02-28,S H22,H,S X22
112,2022-04-29,S K22,K,S F23
113,2022-06-30,S N22,N,S H23
114,2022-10-31,S X22,X,S K23
115,2022-12-30,S F23,F,S N23
116,2023-02-28,S H23,H,S X23
117,2023-04-28,S K23,K,S X23
118,2023-06-30,S N23,N,S X23
