,Due,Future,Month,Pair
0,2000-01-04,PLF00,F,PLN00
1,2000-04-03,PLJ00,J,PLV00
2,2000-06-30,PLN00,N,PLF01
3,2000-10-02,PLV00,V,PLJ01
4,2001-01-02,PLF01,F,PLN01
5,2001-04-02,PLJ01,J,PLV01
6,2001-07-02,PLN01,N,PLF02
7,2001-10-01,PLV01,V,PLJ02
8,2002-01-02,PLF02,F,PLN02
9,2002-04-01,PLJ02,J,PLV02
10,2002-07-01,PLN02,N,PLF03
11,2002-10-01,PLV02,V,PLJ03
12,2003-01-02,PLF03,F,PLN03
13,2003-04-01,PLJ03,J,PLV03
14,2003-07-01,PLN03,N,PLF04
15,2003-10-01,PLV03,V,PLJ04
16,2003-12-31,PLF04,F,PLN04
17,2004-04-01,PLJ04,J,PLV04
18,2004-07-01,PLN04,N,PLF05
19,2004-10-01,PLV04,V,PLJ05
20,2004-12-30,PLF05,F,PLN05
21,2005-04-01,PLJ05,J,PLV05
22,2005-07-01,PLN05,N,PLF06
23,2005-09-30,PLV05,V,PLJ06
24,2005-12-30,PLF06,F,PLN06
25,2006-03-31,PLJ06,J,PLV06
26,2006-07-03,PLN06,N,PLF07
27,2006-09-29,PLV06,V,PLJ07
28,2006-12-29,PLF07,F,PLN07
29,2007-03-30,PLJ07,J,PLV07
30,2007-06-29,PLN07,N,PLF08
31,2007-09-28,PLV07,V,PLJ08
32,2007-12-31,PLF08,F,PLN08
33,2008-03-31,PLJ08,J,PLV08
34,2008-06-30,PLN08,N,PLF09
35,2008-09-30,PLV08,V,PLJ09
36,2008-12-31,PLF09,F,PLN09
37,2009-03-31,PLJ09,J,PLV09
38,2009-06-30,PLN09,N,PLF10
39,2009-09-30,PLV09,V,PLJ10
40,2009-12-31,PLF10,F,PLN10
41,2010-03-31,PLJ10,J,PLV10
42,2010-06-30,PLN10,N,PLF11
43,2010-09-30,PLV10,V,PLJ11
44,2010-12-31,PLF11,F,PLN11
45,2011-03-31,PLJ11,J,PLV11
46,2011-06-30,PLN11,N,PLF12
47,2011-09-30,PLV11,V,PLJ12
48,2011-12-30,PLF12,F,PLN12
49,2012-03-30,PLJ12,J,PLV12
50,2012-06-29,PLN12,N,PLF13
51,2012-09-28,PLV12,V,PLJ13
52,2012-12-31,PLF13,F,PLN13
53,2013-03-28,PLJ13,J,PLV13
54,2013-06-28,PLN13,N,PLF14
55,2013-09-30,PLV13,V,PLJ14
56,2013-12-31,PLF14,F,PLN14
57,2014-03-31,PLJ14,J,PLV14
58,2014-06-30,PLN14,N,PLF15
59,2014-09-30,PLV14,V,PLJ15
60,2014-12-31,PLF15,F,PLN15
61,2015-03-31,PLJ15,J,PLV15
62,2015-06-30,PLN15,N,PLF16
63,2015-09-30,PLV15,V,PLJ16
64,2015-12-31,PLF16,F,PLN16
65,2016-03-31,PLJ16,J,PLV16
66,2016-06-30,PLN16,N,PLF17
67,2016-09-30,PLV16,V,PLJ17
68,2016-12-30,PLF17,F,PLN17
69,2017-03-31,PLJ17,J,PLV17
70,2017-06-30,PLN17,N,PLF18
71,2017-09-29,PLV17,V,PLJ18
72,2017-12-29,PLF18,F,PLN18
73,2018-03-29,PLJ18,J,PLV18
74,2018-06-29,PLN18,N,PLF19
75,2018-09-28,PLV18,V,PLJ19
76,2018-12-31,PLF19,F,PLN19
77,2019-03-29,PLJ19,J,PLV19
78,2019-06-28,PLN19,N,PLF20
79,2019-09-30,PLV19,V,PLJ20
80,2019-12-31,PLF20,F,PLN20
81,2020-03-31,PLJ20,J,PLV20
82,2020-06-30,PLN20,N,PLF21
83,2020-09-30,PLV20,V,PLJ21
84,2020-12-31,PLF21,F,PLN21
85,2021-03-31,PLJ21,J,PLV21
86,2021-06-30,PLN21,N,PLF22
87,2021-09-30,PLV21,V,PLJ22
88,2021-12-31,PLF22,F,PLN22
89,2022-03-31,PLJ22,J,PLV22
90,2022-06-30,PLN22,N,PLF23
91,2022-09-30,PLV22,V,PLJ23
92,2022-12-30,PLF23,F,PLN23
93,2023-03-31,PLJ23,J,PLV23
94,2023-06-30,PLN23,N,PLV23
