	Date	Price	Quantity	long_short	IS_ROLLING	Day	Pnl	cum_PnL
0	2000-02-01	172.5	5	short				
1	2000-02-02	172.5	5	short			-0.0	0.0
2	2000-02-03	171.0	5	short			7.5	7.5
3	2000-02-04	171.0	5	short			-0.0	7.5
4	2000-02-07	172.5	5	short			-7.5	0.0
5	2000-02-08	172.3	4	short	True	1.0	0.9999999999999432	0.9999999999999432
6	2000-02-09	173.5	3	short	True	2.0	-4.7999999999999545	-3.8000000000000114
7	2000-02-10	177.2	2	short	True	3.0	-11.099999999999966	-14.899999999999977
8	2000-02-11	176.0	1	short	True	4.0	2.3999999999999773	-12.5
9	2000-02-14	175.5	0	short	True	5.0	0.5	-12.0
10	2000-12-08	185.9	1	long	True	1.0		
11	2000-12-11	187.3	2	long	True	2.0	1.4000000000000057	-10.599999999999994
12	2000-12-12	186.7	3	long	True	3.0	-1.2000000000000455	-11.80000000000004
13	2000-12-13	186.2	4	long	True	4.0	-1.5	-13.30000000000004
14	2000-12-14	185.9	5	long	True	5.0	-1.1999999999999318	-14.499999999999972
15	2000-12-15	187.0	5	long			5.499999999999972	-9.0
16	2000-12-18	189.1	5	long			10.499999999999972	1.4999999999999716
17	2000-12-19	190.6	5	long			7.5	8.999999999999972
18	2000-12-20	189.1	5	long			-7.5	1.4999999999999716
19	2000-12-21	189.7	5	long			2.9999999999999716	4.499999999999943
20	2000-12-22	191.6	5	long			9.500000000000028	13.999999999999972
21	2000-12-25		5	long			0.0	13.999999999999972
22	2000-12-26	190.3	5	long			-6.499999999999915	7.500000000000057
23	2000-12-27	188.7	5	long			-8.000000000000114	-0.5000000000000568
24	2000-12-28	189.5	5	long			4.000000000000057	3.5
25	2000-12-29	189.6	5	long			0.4999999999999716	3.9999999999999716
26	2001-01-01		5	long			0.0	3.9999999999999716
27	2001-01-02	187.0	5	long			-12.999999999999972	-9.0
28	2001-01-03	186.6	5	long			-2.0000000000000284	-11.000000000000028
29	2001-01-04	185.6	5	long			-5.0	-16.00000000000003
30	2001-01-05	183.2	5	long			-12.000000000000028	-28.000000000000057
31	2001-01-08	183.3	5	long			0.5000000000001137	-27.499999999999943
32	2001-01-09	186.4	5	long			15.499999999999972	-11.999999999999972
33	2001-01-10	185.2	5	long			-6.000000000000085	-18.000000000000057
34	2001-01-11	180.5	5	long			-23.499999999999943	-41.5
35	2001-01-12	179.3	5	long			-5.999999999999943	-47.49999999999994
36	2001-01-15		5	long			0.0	-47.49999999999994
37	2001-01-16	178.7	5	long			-3.0000000000001137	-50.50000000000006
38	2001-01-17	175.6	5	long			-15.499999999999972	-66.00000000000003
39	2001-01-18	176.3	5	long			3.5000000000000853	-62.49999999999994
40	2001-01-19	176.4	5	long			0.4999999999999716	-61.99999999999997
41	2001-01-22	177.9	5	long			7.5	-54.49999999999997
42	2001-01-23	174.1	5	long			-19.000000000000057	-73.50000000000003
43	2001-01-24	172.2	5	long			-9.500000000000028	-83.00000000000006
44	2001-01-25	169.4	5	long			-13.999999999999915	-96.99999999999997
45	2001-01-26	168.0	5	long			-7.000000000000028	-104.0
46	2001-01-29	167.4	5	long			-2.9999999999999716	-106.99999999999997
47	2001-01-30	167.4	5	long			0.0	-106.99999999999997
48	2001-01-31	165.3	5	long			-10.499999999999972	-117.49999999999994
49	2001-02-01	163.9	5	long			-7.000000000000028	-124.49999999999997
50	2001-02-02	167.1	5	long			15.999999999999943	-108.50000000000003
51	2001-02-05	162.8	5	long			-21.499999999999915	-129.99999999999994
52	2001-02-06	164.8	5	long			10.0	-119.99999999999994
53	2001-02-07	165.4	5	long			2.9999999999999716	-116.99999999999997
54	2001-02-08	163.5	4	long	True	1.0	-9.500000000000028	-126.5
55	2001-02-09	163.6	3	long	True	2.0	0.39999999999997726	-126.10000000000002
56	2001-02-12	162.3	2	long	True	3.0	-3.899999999999949	-129.99999999999997
57	2001-02-13	161.4	1	long	True	4.0	-1.8000000000000114	-131.79999999999998
58	2001-02-14	160.6	0	long	True	5.0	-0.8000000000000114	-132.6
