,Due,Future,Month,Pair
0,2000-01-27,FCF00,F,FCK00
1,2000-03-30,FCH00,H,FCQ00
2,2000-04-20,FCJ00,J,FCU00
3,2000-05-25,FCK00,K,FCV00
4,2000-08-31,FCQ00,Q,FCX00
5,2000-09-28,FCU00,U,FCF01
6,2000-10-26,FCV00,V,FCH01
7,2000-11-16,FCX00,X,FCJ01
8,2001-01-25,FCF01,F,FCK01
9,2001-03-29,FCH01,H,FCQ01
10,2001-04-26,FCJ01,J,FCU01
11,2001-05-24,FCK01,K,FCV01
12,2001-08-30,FCQ01,Q,FCX01
13,2001-09-27,FCU01,U,FCF02
14,2001-10-25,FCV01,V,FCH02
15,2001-11-15,FCX01,X,FCJ02
16,2002-01-31,FCF02,F,FCK02
17,2002-03-28,FCH02,H,FCQ02
18,2002-04-25,FCJ02,J,FCU02
19,2002-05-23,FCK02,K,FCV02
20,2002-08-29,FCQ02,Q,FCX02
21,2002-09-26,FCU02,U,FCF03
22,2002-10-31,FCV02,V,FCH03
23,2002-11-21,FCX02,X,FCJ03
24,2003-01-30,FCF03,F,FCK03
25,2003-03-27,FCH03,H,FCQ03
26,2003-04-17,FCJ03,J,FCU03
27,2003-05-23,FCK03,K,FCV03
28,2003-08-28,FCQ03,Q,FCX03
29,2003-09-25,FCU03,U,FCF04
30,2003-10-30,FCV03,V,FCH04
31,2003-11-20,FCX03,X,FCJ04
32,2004-01-29,FCF04,F,FCK04
33,2004-03-25,FCH04,H,FCQ04
34,2004-04-29,FCJ04,J,FCU04
35,2004-05-27,FCK04,K,FCV04
36,2004-08-26,FCQ04,Q,FCX04
37,2004-09-30,FCU04,U,FCF05
38,2004-10-28,FCV04,V,FCH05
39,2004-11-18,FCX04,X,FCJ05
40,2005-01-27,FCF05,F,FCK05
41,2005-03-24,FCH05,H,FCQ05
42,2005-04-28,FCJ05,J,FCU05
43,2005-05-26,FCK05,K,FCV05
44,2005-08-25,FCQ05,Q,FCX05
45,2005-09-29,FCU05,U,FCF06
46,2005-10-27,FCV05,V,FCH06
47,2005-11-17,FCX05,X,FCJ06
48,2006-01-26,FCF06,F,FCK06
49,2006-03-30,FCH06,H,FCQ06
50,2006-04-27,FCJ06,J,FCU06
51,2006-05-25,FCK06,K,FCV06
52,2006-08-31,FCQ06,Q,FCX06
53,2006-09-28,FCU06,U,FCF07
54,2006-10-26,FCV06,V,FCH07
55,2006-11-16,FCX06,X,FCJ07
56,2007-01-25,FCF07,F,FCK07
57,2007-03-29,FCH07,H,FCQ07
58,2007-04-26,FCJ07,J,FCU07
59,2007-05-24,FCK07,K,FCV07
60,2007-08-30,FCQ07,Q,FCX07
61,2007-09-27,FCU07,U,FCF08
62,2007-10-25,FCV07,V,FCH08
63,2007-11-15,FCX07,X,FCJ08
64,2008-01-31,FCF08,F,FCK08
65,2008-03-20,FCH08,H,FCQ08
66,2008-04-24,FCJ08,J,FCU08
67,2008-05-22,FCK08,K,FCV08
68,2008-08-28,FCQ08,Q,FCX08
69,2008-09-25,FCU08,U,FCF09
70,2008-10-30,FCV08,V,FCH09
71,2008-11-20,FCX08,X,FCJ09
72,2009-01-29,FCF09,F,FCK09
73,2009-03-26,FCH09,H,FCQ09
74,2009-04-30,FCJ09,J,FCU09
75,2009-05-21,FCK09,K,FCV09
76,2009-08-27,FCQ09,Q,FCX09
77,2009-09-24,FCU09,U,FCF10
78,2009-10-29,FCV09,V,FCH10
79,2009-11-19,FCX09,X,FCJ10
80,2010-01-28,FCF10,F,FCK10
81,2010-03-25,FCH10,H,FCQ10
82,2010-04-29,FCJ10,J,FCU10
83,2010-05-27,FCK10,K,FCV10
84,2010-08-26,FCQ10,Q,FCX10
85,2010-09-30,FCU10,U,FCF11
