,Date,Value,Payload,Daily_Gain,Missing_Price,No_Tradable_Day,Change (%),Cum_Gain
0,1999-01-18,-370.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",,False,False,,
1,1999-01-19,-370.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,,0.0
2,1999-01-20,-373.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-18.75,False,False,-inf,-18.75
3,1999-01-21,-370.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",18.75,False,False,-2.0,0.0
4,1999-01-22,-362.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",37.5,False,False,1.0,37.5
5,1999-01-25,-362.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,37.5
6,1999-01-26,-361.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",6.25,False,False,inf,43.75
7,1999-01-27,-360.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",6.25,False,False,0.0,50.0
8,1999-01-28,-363.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-18.75,False,False,-4.0,31.25
9,1999-01-29,-363.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,31.25
10,1999-02-01,-353.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",50.0,False,False,inf,81.25
11,1999-02-02,-353.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,81.25
12,1999-02-03,-347.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",31.25,False,False,inf,112.5
13,1999-02-04,-338.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",43.75,False,False,0.3999999999999999,156.25
14,1999-02-05,-300.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",193.75,False,False,3.428571428571429,350.0
15,1999-02-08,-291.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",43.75,False,False,-0.7741935483870968,393.75
16,1999-02-09,-305.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-68.75,False,False,-2.571428571428571,325.0
17,1999-02-10,-317.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-62.5,False,False,-0.09090909090909094,262.5
18,1999-02-11,-317.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,262.5
19,1999-02-12,-318.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-6.25,False,False,-inf,256.25
20,1999-02-15,-320.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-6.25,False,False,0.0,250.0
21,1999-02-16,-338.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-93.75,False,False,14.0,156.25
22,1999-02-17,-342.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-18.75,False,False,-0.8,137.5
23,1999-02-18,-355.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-62.5,False,False,2.3333333333333335,75.0
24,1999-02-19,-341.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",68.75,False,False,-2.1,143.75
25,1999-02-22,-361.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-100.0,False,False,-2.4545454545454546,43.75
26,1999-02-23,-361.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",0.0,False,False,-1.0,43.75
27,1999-02-24,-362.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-6.25,False,False,-inf,37.5
28,1999-02-25,-352.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",50.0,False,False,-9.0,87.5
29,1999-02-26,-356.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-18.75,False,False,-1.375,68.75
30,1999-03-01,-360.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-18.75,False,False,0.0,50.0
31,1999-03-02,-355.0,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",25.0,False,False,-2.333333333333333,75.0
32,1999-03-03,-343.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",56.25,False,False,1.25,131.25
33,1999-03-04,-321.25,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",112.5,False,False,1.0,243.75
34,1999-03-05,-332.5,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",-56.25,False,False,-1.5,187.5
35,1999-03-08,-323.75,"{'long_future': 'LAF00', 'short_future': 'LAF01', 'event': 'base', 'missing_price_flag': False, 'tradable_day': 0}",43.75,False,False,-1.7777777777777777,231.25
