,Distance,std,cuml_pnl,sharp_ratio
0,8,10914.0628293792,54.69658848614075,0.13057923729041462
1,7,10959.384935127086,52.7748510638298,0.12573789570828875
2,9,10733.1703885775,40.56311402839261,0.09824496973626759
3,11,11418.090172769642,41.37928176795583,0.09370656421611243
4,10,10954.938677713213,35.31045899632802,0.08359973770215341
5,12,11157.298715100409,29.697701892016617,0.06866626228830025
6,5,10985.421936978124,25.40827397260275,0.06030082447449642
7,6,10905.136907979631,22.979717110266147,0.05498051102515508
8,2,11246.982017810315,10.802745995423342,0.024984480241456646
9,4,11026.199777234593,5.35744706778369,0.012658032941518526
10,3,11157.477199276113,3.073170731707317,0.007170079631011061
11,1,10513.927922735396,-1.1681052631578879,-0.0035181903729825208
