,Distance,std,cuml_pnl,sharp_ratio
0,1,281519.50865737506,-774.323221330431,-0.08023422642261797
1,8,657576.2349634018,-124047.71863117868,-0.19687831329124197
2,3,318404.38672006817,-2713.2977051241746,-0.2151352269534628
3,2,298192.84708306455,-2538.4742041712393,-0.21542267236915305
4,4,303917.5283585338,-3187.4643196955276,-0.26244784376471886
5,5,308440.47164391394,-4450.111982082868,-0.35788915576370717
6,6,334201.65010561876,-5332.247191011236,-0.39444748390182677
7,7,331248.7383528009,-5332.012830793903,-0.3982656678362695
