,Due,Future,Month,Pair
0,2000-02-29,SBH00,H,SBK00
1,2000-04-28,SBK00,K,SBN00
2,2000-06-30,SBN00,N,SBV00
3,2000-09-29,SBV00,V,SBH01
4,2001-02-28,SBH01,H,SBK01
5,2001-04-30,SBK01,K,SBN01
6,2001-06-29,SBN01,N,SBV01
7,2001-09-28,SBV01,V,SBH02
8,2002-02-28,SBH02,H,SBK02
9,2002-04-30,SBK02,K,SBN02
10,2002-06-28,SBN02,N,SBV02
11,2002-09-30,SBV02,V,SBH03
12,2003-02-28,SBH03,H,SBK03
13,2003-04-30,SBK03,K,SBN03
14,2003-06-30,SBN03,N,SBV03
15,2003-09-30,SBV03,V,SBH04
16,2004-02-27,SBH04,H,SBK04
17,2004-04-30,SBK04,K,SBN04
18,2004-06-30,SBN04,N,SBV04
19,2004-09-30,SBV04,V,SBH05
20,2005-02-28,SBH05,H,SBK05
21,2005-04-29,SBK05,K,SBN05
22,2005-06-30,SBN05,N,SBV05
23,2005-09-30,SBV05,V,SBH06
24,2006-02-28,SBH06,H,SBK06
25,2006-04-28,SBK06,K,SBN06
26,2006-06-30,SBN06,N,SBV06
27,2006-09-29,SBV06,V,SBH07
28,2007-02-28,SBH07,H,SBK07
29,2007-04-30,SBK07,K,SBN07
30,2007-06-29,SBN07,N,SBV07
31,2007-09-28,SBV07,V,SBH08
32,2008-02-29,SBH08,H,SBK08
33,2008-04-30,SBK08,K,SBN08
34,2008-06-30,SBN08,N,SBV08
35,2008-09-30,SBV08,V,SBH09
36,2009-02-27,SBH09,H,SBK09
37,2009-04-30,SBK09,K,SBN09
38,2009-06-30,SBN09,N,SBV09
39,2009-09-30,SBV09,V,SBH10
40,2010-02-26,SBH10,H,SBK10
41,2010-04-30,SBK10,K,SBN10
42,2010-06-30,SBN10,N,SBV10
43,2010-09-30,SBV10,V,SBH11
44,2011-02-28,SBH11,H,SBK11
45,2011-04-29,SBK11,K,SBN11
46,2011-06-30,SBN11,N,SBV11
47,2011-09-30,SBV11,V,SBH12
48,2012-02-29,SBH12,H,SBK12
49,2012-04-30,SBK12,K,SBN12
50,2012-06-29,SBN12,N,SBV12
51,2012-09-28,SBV12,V,SBH13
52,2013-02-28,SBH13,H,SBK13
53,2013-04-30,SBK13,K,SBN13
54,2013-06-28,SBN13,N,SBV13
55,2013-09-30,SBV13,V,SBH14
56,2014-02-28,SBH14,H,SBK14
57,2014-04-30,SBK14,K,SBN14
58,2014-06-30,SBN14,N,SBV14
59,2014-09-30,SBV14,V,SBH15
60,2015-02-27,SBH15,H,SBK15
61,2015-04-30,SBK15,K,SBN15
62,2015-06-30,SBN15,N,SBV15
63,2015-09-30,SBV15,V,SBH16
64,2016-02-29,SBH16,H,SBK16
65,2016-04-29,SBK16,K,SBN16
66,2016-06-30,SBN16,N,SBV16
67,2016-09-30,SBV16,V,SBH17
68,2017-02-28,SBH17,H,SBK17
69,2017-04-28,SBK17,K,SBN17
70,2017-06-30,SBN17,N,SBV17
71,2017-09-29,SBV17,V,SBH18
72,2018-02-28,SBH18,H,SBK18
73,2018-04-30,SBK18,K,SBN18
74,2018-06-29,SBN18,N,SBV18
75,2018-09-28,SBV18,V,SBH19
76,2019-02-28,SBH19,H,SBK19
77,2019-04-30,SBK19,K,SBN19
78,2019-06-28,SBN19,N,SBV19
79,2019-09-30,SBV19,V,SBH20
80,2020-02-28,SBH20,H,SBK20
81,2020-04-30,SBK20,K,SBN20
82,2020-06-30,SBN20,N,SBV20
83,2020-09-30,SBV20,V,SBH21
84,2021-02-26,SBH21,H,SBK21
85,2021-04-30,SBK21,K,SBN21
86,2021-06-30,SBN21,N,SBV21
87,2021-09-30,SBV21,V,SBH22
88,2022-02-28,SBH22,H,SBK22
89,2022-04-29,SBK22,K,SBN22
90,2022-06-30,SBN22,N,SBV22
91,2022-09-30,SBV22,V,SBH23
92,2023-02-28,SBH23,H,SBK23
93,2023-04-28,SBK23,K,SBN23
94,2023-06-30,SBN23,N,SBV23
